"SiteCode","SiteCountry","SiteLatitude","SiteLongitude","SiteMeanSST","SurveyDepth","coral_imputation","log(Biomass)","log(N_Recycling)","log(P_Recycling)","Taxonomic_Richness","Functional_Entropy","Phylogenetic_Entropy","Trait_Distinctiveness","Evolutionary_Distinctiveness","log(Herbivores_Biomass)","log(Invertivores_Biomass)","log(Piscivores_Biomass)","Endemism","Elasmobranch_Diversity","log(Low_Mg_Calcite)","log(High_Mg_Calcite)","log(Aragonite)","log(Monohydrocalcite)","log(Amorphous_Carbonate)","Trophic_Web_Robustness","Mean_Trophic_Level","Turnover_Available_Biomass","Selenium","Zinc","Omega_3","Calcium","Iron","Vitamin_A","log(Available_Biomass)","Aesthetic","Public_Interest","SurveyDate","SiteEcoregion","HDI","MarineEcosystemDependency","log(gravtot2)","mpa_name","mpa_enforcement","protection_status","mpa_iucn_cat","year","NN_score","NP_score"
"CS39","Australia",-22.18985,155.35547,25.301708652793,2.75,0.479265977514221,4.09448678592483,1.07056875507975,-0.0304363704670195,52,2.25871468620022,1.58622150265112,0.260839384740897,16.8693120253896,3.95522541175926,3.43527722369543,2.41584474888692,0.636397677014596,0,2.2414430741184,3.10093791313647,0.591186004376429,2.43981154335486,2.98532534299794,1.69693936201391,2.26404329822492,0.34257960352836,27.3080413088457,1.98818276040064,0.115831913397867,45.9617746783879,0.671066582969683,49.8241150941574,3.93854339383583,3094.70495734209,0.535009263414076,"21/05/2013","Coral Sea",0.932,0.095532,-0.971868412362815,"Coral Sea AMP","Medium","Restricted take multizoned","IV",2013,-0.537484236680037,0.309207138830847
"CS4","Australia",-19.23026,152.32594,26.1889430449069,7,0.0895974033226722,4.89977646629596,1.67003803816092,0.617003554143117,47,2.62787956035421,1.53807960360431,0.266161535615045,15.2491574192127,4.66576356337499,4.29640469137888,3.25360879764918,0.6508604167412,0,2.67589364753935,3.75414362980288,2.33924046377541,3.27728653743478,3.37716055433398,1.71341013036639,2.25939755282791,0.0591071732881633,34.9236140479264,1.6661540514044,0.117465827912581,42.46175892705,0.606154421597125,44.804942229289,4.74359618405289,2679.10274149389,0.534222256813229,"11/09/2012","Coral Sea",0.932,0.095532,-1.15093734559384,"Coral Sea AMP","Medium","Restricted take multizoned","IV",2012,-0.0449001522560498,0.0341111579243003
"CS40","Australia",-22.19702,155.30064,25.3127710843373,6,0.455,3.74743741707562,0.786619957472738,-0.261959083144934,34,3.7127196789897,1.60700537393257,0.26984269924435,16.4445050426776,3.32250340241467,3.39087950515735,2.88181265748482,0.63854532648071,0.5,2.11466422963258,2.96514331818385,0.116429627937395,2.27595379143117,2.87620973140951,1.68780920301981,2.55193951896692,0.396966444869778,25.549593381929,1.62044224231559,0.141477049371225,50.4813179433701,0.639508376378976,59.3989507180483,3.60662968858508,2484.39531711858,0.507178014138855,"21/05/2013","Coral Sea",0.932,0.095532,-0.959578230233917,"Coral Sea AMP","Medium","Restricted take multizoned","IV",2013,-0.453126250462183,-0.0739536631565284
"CS42","Australia",-22.18602,155.17601,25.3574863088719,2.8,0.526625252339185,3.82048648774767,0.621671869528438,-0.301989956542261,27.5,2.76717717180288,1.29969228439485,0.263320794402305,16.9290409545135,3.25217431466204,3.66596228098839,0,0.612573303637636,0.5,1.81853600368419,3.21969356455848,0.287691348668597,1.90657878583708,2.65669497129936,1.747701080235,2.74700775636085,0.348042326296468,31.7174032182566,1.22692237125003,0.132006100664215,44.8784054089613,0.537119277473142,71.1199571818293,3.75739735772884,2560.5296012753,0.519576931835041,"22/05/2013","Coral Sea",0.932,0.095532,-0.935404634458103,"Coral Sea AMP","Medium","Restricted take multizoned","IV",2013,-0.559887649398423,-0.09567994083222
"CS43","Australia",-22.18826,155.17004,25.3574863088719,6,0.57,3.76371542829574,0.776877084949286,-0.297534534324705,35,3.7742980767572,1.61605552338598,0.277207399997105,16.2315880373289,3.4593001208334,3.3531832017912,2.80189184968597,0.601229819341758,0,1.94883308380843,2.91677147454389,0.173515740399354,2.54980334730231,2.65592976261984,1.61115261091948,2.43145310143019,0.403249034938766,24.8128121031431,1.35948309252217,0.130234669973751,46.1490485264921,0.547051800239972,64.0536645408379,3.61326478962752,2753.6438323101,0.540321360169584,"22/05/2013","Coral Sea",0.932,0.095532,-0.935404634458103,"Coral Sea AMP","Medium","Restricted take multizoned","IV",2013,-0.675783306521086,0.0245000699277561
"CS44","Australia",-22.17629,155.16463,25.3574863088719,5.5,0.268753562940995,3.69668077691149,0.840288062514087,-0.228257059319096,32,2.90714298587953,1.54171465112064,0.266438861164159,15.0129495215806,3.38351157651771,3.37526730373018,0.453013058936699,0.621934198646533,0,1.98950242155871,2.79250694694248,0.447921307810857,2.52306527654565,2.64381978709696,1.54826997654932,2.31361546737849,0.364584483819773,24.8494000362371,1.66752821547952,0.11536880003535,45.9717233057583,0.593823491457213,43.6427621788832,3.4157194640043,2792.94594503278,0.527158384235153,"22/05/2013","Coral Sea",0.932,0.095532,-0.935298039509556,"Coral Sea AMP","Medium","Restricted take multizoned","IV",2013,-1.01561785804013,-0.0989907813221873
"CS46","Australia",-21.85174,153.521225,25.9063472070099,8,0.86,4.10415784241517,0.961392317489956,-0.0964221532282336,50,3.25003099351925,1.75390479181388,0.268296046999604,15.0310570980855,3.81209709727407,3.7910862088436,0,0.656257506605813,0,2.30415168796256,2.84887268313249,0.176672073452749,2.97576312305883,3.03762631821242,1.45900839205736,2.34040408707864,0.246893521058731,28.8102657161411,1.95806770003334,0.120096176253662,50.4179216761335,0.709112069493758,65.7021224313525,3.96530325423035,3037.67366010744,0.521881511693911,"2/06/2013","Central and Southern Great Barrier Reef",0.932,0.095532,-0.622382075977293,"Coral Sea AMP","Medium","Restricted take multizoned","IV",2013,-0.845802001828275,0.235280178600079
"CS47","Australia",-21.89659,153.5935,25.8791511500548,10,0.46,4.30803362099633,1.21602689562425,0.169719676255142,27,3.30055583879959,1.62347119456867,0.278935028977542,18.6539062238496,4.06568195320242,3.65304782850912,3.59378522865486,0.606311331749718,0,2.19525714421153,3.48653570744736,1.47507119963516,2.44963717351204,2.98226182691177,1.70684161198244,2.43854125405469,0.226959533769913,37.5968477681671,1.5891560050457,0.11900652373927,36.9035762712275,0.560585526263562,54.8603877869772,4.23942725941247,2590.55986146891,0.556213628525597,"2/06/2013","Central and Southern Great Barrier Reef",0.932,0.095532,-0.62718118895745,"Coral Sea AMP","Medium","Restricted take multizoned","IV",2013,-0.207251694738614,0.0701871368082743
"CS48","Australia",-21.89729,153.53757,25.9063472070099,9.5,0.613692389631028,4.72725019693592,1.40077417539278,0.362392596630047,45,2.51151259826311,1.25151643239245,0.269352769003684,16.1205170776146,4.55937542693942,4.21321391832804,1.51810237448147,0.616261700540378,0.5,2.69306791595054,3.49014877192803,1.99665266251686,3.27313447723311,3.26001265529436,1.7036813972359,2.23715050677218,0.122016455739377,21.18464221762,2.33541494786461,0.127747600059227,58.872471915811,0.763331303777554,79.1332090914675,4.61529687873858,2842.08627818489,0.542170320791833,"2/06/2013","Central and Southern Great Barrier Reef",0.932,0.095532,-0.614415795556086,"Coral Sea AMP","Medium","Restricted take multizoned","IV",2013,-0.222891043165246,0.40623085820297
"CS49","Australia",-21.89659,153.5435,25.9063472070099,9,0.72,4.52962953476632,1.3082178428498,0.262412742099879,41,3.10081969298766,1.76811843429119,0.263857562614811,15.9074546479398,4.28496417280036,4.09083820601054,3.10773012196736,0.632392505404756,0,2.76451997603373,3.42796079199114,1.33507918865358,3.26452300400956,3.49164015981664,1.71867945894294,2.33614002029383,0.355508905874398,26.6523004831415,1.77561158529182,0.131632925480084,48.0216634877786,0.680845299788121,93.1548702170975,4.33297489069759,2797.42334435507,0.551477558941311,"2/06/2013","Central and Southern Great Barrier Reef",0.932,0.095532,-0.616571964069568,"Coral Sea AMP","Medium","Restricted take multizoned","IV",2013,-0.121956879842554,0.483747450916694
"CS5","Australia",-19.25323,152.3482,26.1855202628697,4.25,0,4.113925576282,1.07078755914093,-0.0189275461875532,23,2.0770629865403,1.1350314048326,0.270293262695973,15.4191237414523,3.87190299069987,3.70785379066143,0,0.578351990687477,0,1.8157961045278,3.35640702671637,2.32970642550047,2.21987336926619,2.76542753668767,1.63101328554635,2.3984847181767,0.199295904018198,22.6793941745224,2.48301972300596,0.11440131647806,68.6530432868883,0.774373397515006,54.8922605532017,4.06021880164941,2290.07723413985,0.556142232516793,"11/09/2012","Coral Sea",0.932,0.095532,-1.15519132751215,"Coral Sea AMP","Medium","Restricted take multizoned","IV",2012,-0.812066935255126,0.15995536608497
"CS50","Australia",-21.91736,153.57968,25.8614676889376,9,0.264516129010581,5.24009716781578,2.1400442656245,1.09955187164161,48,1.58400735486891,0.538122869078743,0.263701362239052,15.7709819200151,5.17098711953445,4.39198213438806,2.7917996283164,0.624135622326371,0,2.46964124930759,3.82972411643346,1.47507585668994,3.36143326842786,3.52067224051327,1.74607570204958,2.1098410949258,0.0987365574061915,36.9801792178871,1.44599391245155,0.117168956365481,33.5271235427951,0.533872259219187,55.9067236990609,5.22962395372589,2722.68904392502,0.541915102851259,"2/06/2013","Central and Southern Great Barrier Reef",0.932,0.095532,-0.619336529544652,"Coral Sea AMP","Medium","Restricted take multizoned","IV",2013,-0.199345417293919,0.202736288560349
"CS51","Australia",-21.91631,153.58669,25.8614676889376,5.5,0.299261956616574,4.34692581830011,1.25479748863951,0.203896795935656,37,3.43243557298273,1.6312934983519,0.272994595776547,17.1420952910966,4.088403492822,3.84460273213241,3.33939454361101,0.578842714922465,1,2.62144802985717,3.54681641712883,1.51395053489892,3.01480445862306,3.5398544724318,1.77689501596816,2.44710918931268,0.2875297695277,29.5684243159052,1.03041351399427,0.127737164162079,38.1022245723583,0.482056621361042,55.8589786524291,4.26658528204585,2610.3309514965,0.568429257612096,"2/06/2013","Central and Southern Great Barrier Reef",0.932,0.095532,-0.621453577566567,"Coral Sea AMP","Medium","Restricted take multizoned","IV",2013,0.0878528444809219,0.0315237538147738
"CS52","Australia",-21.25707,155.7542,25.4661226725082,13,0.42149313691681,4.51575966110822,1.38978647430447,0.412401872412865,44.5,4.47940364581785,1.5510232387368,0.266420912966604,17.3322414397555,3.75051703931417,4.35468942526988,3.57913518178843,0.628124249339419,0.5,2.30868596085733,3.85448141748201,2.78227913264463,2.36032485325643,2.75468312839453,1.83790932521633,2.78100631918275,0.143943019587989,37.6822167139487,1.41302095162563,0.127166230180568,37.6853459516109,0.551237696445161,70.7513494749359,4.45889515949929,2487.5039785916,0.53591740738413,"4/06/2013","Coral Sea",0.932,0.095532,-2.81049284262668,"Coral Sea AMP","Medium","Restricted take multizoned","IV",2013,0.362059148006662,-0.037124367796223
"CS53","Australia",-21.2603,155.7551,25.4661226725082,2.5,0.3,4.45119178744504,1.20413522809788,0.165575016592023,22,2.75183276427869,1.44098318213653,0.271689278787257,16.7830690030114,4.20603835117529,3.90090996123232,3.42135035829607,0.634037953398991,2,2.82544394509531,3.58519444647667,1.4277533073112,1.21870519725272,3.6688274518018,1.83261487589043,2.39444703762662,0.21440699966489,26.331124534332,0.775640039878007,0.139694887551337,42.2907352766844,0.413510459005746,72.6296694969273,4.29581281639148,2405.95064105691,0.511786711306274,"4/06/2013","Coral Sea",0.932,0.095532,-2.81049284262668,"Coral Sea AMP","Medium","Restricted take multizoned","IV",2013,0.119019108864341,-0.326791519609452
"CS55","Australia",-21.2535,155.76086,25.4661226725082,3.5,0.243576705367533,4.32823455490594,1.08012509144751,0.0780828478154635,31,4.12577633933942,1.82894067754578,0.275333392064517,17.2349135169539,4.01506020407852,3.92859585377821,3.11942169607271,0.614267006578692,0,2.3194153558987,3.39257210258573,2.38976332704175,3.39134618161712,3.11616009892561,1.78498146011727,2.51128183402827,0.113808481558043,42.3055054550292,1.64151679712087,0.105236438205658,36.7328202931382,0.542686400225868,57.0632058834842,4.19426187128957,2359.43868951273,0.546665569427064,"4/06/2013","Coral Sea",0.932,0.095532,-2.83875361724748,"Coral Sea AMP","Medium","Restricted take multizoned","IV",2013,0.0370403519263839,-0.171675440380727
"CS57","Australia",-21.24541,155.76497,25.4789485213582,7.5,0.243666485028256,4.34128698212843,1.25331663234029,0.215951845731305,38,2.99596727445018,1.52297753721874,0.269313278099043,17.4008336742039,3.94034800859688,4.04475456506104,2.65478437386353,0.617836327547189,0,2.58841971198035,3.41380767597395,1.14123665573842,2.78698364291637,3.24237364892509,1.80793873004513,2.40131337288409,0.471485849098551,22.5618727272967,0.831257935353825,0.139713293555695,35.9747962599753,0.391515080624167,60.8180190447753,3.8849619931138,2605.13702499349,0.525766777383197,"4/06/2013","Coral Sea",0.932,0.095532,-2.85860416399274,"Coral Sea AMP","Medium","Restricted take multizoned","IV",2013,-0.0969847884992443,-0.137371708582507
"CS59","Australia",-21.19851,155.76544,25.4941018619934,10,0.65979381443299,4.53819460902918,1.40945426455315,0.422562838089905,39,4.60903182909866,1.81167391055831,0.27264396615026,16.98795869087,3.73690956550298,4.35078384616249,3.76095422984187,0.619800809327593,0,2.81741988323801,3.91814409096437,2.15038434278242,2.85702193152534,3.57210424359549,1.830679224263,2.76691100140623,0.194594334354189,42.3859600430525,1.22082566121534,0.134278981583332,30.5157170864122,0.507951415507411,81.8015740864039,4.24918177444355,2711.9095135311,0.527617657803855,"5/06/2013","Coral Sea",0.932,0.095532,-2.96075923659496,"Coral Sea AMP","Medium","No take multizoned","II",2013,0.443870015243191,-0.0127390033679852
"CS6","Australia",-19.25796,152.34184,26.1855202628697,4.25,0.0730552194740915,4.36772746752624,1.18919792360899,0.139432182514206,52.5,3.29901356984669,1.68773785586959,0.273812221021554,17.1374765366218,4.13495065635793,3.8286862502508,3.11683661468577,0.603333322934572,0,2.46673405836524,3.52188920962582,1.98079002528252,2.51528330336202,3.42122824181709,1.80920200986774,2.42313455678153,0.130504078328905,29.2383434566818,1.88894120736729,0.121872760818395,46.9647973526212,0.619767788621475,69.0251121009781,4.21918115647439,2737.34769093549,0.532789758734858,"11/09/2012","Coral Sea",0.932,0.095532,-1.15187203351249,"Coral Sea AMP","Medium","Restricted take multizoned","IV",2012,0.0294552790314176,0.0388045742944282
"CS60","Australia",-21.20282,155.77281,25.4789978094195,7.5,0.225941810340417,4.54101170584759,1.35930789570812,0.367223189703349,46,4.47447030435111,1.72740136688141,0.27485550549971,19.1019707784407,4.12834355292577,4.11601775980503,3.7329407561714,0.62082997743897,0,2.22777677516237,3.84894613538576,2.81266228059648,2.79891252362781,3.0534131890961,1.83026390960804,2.66614301579334,0.177555789591594,36.8292114589846,1.47636680869062,0.116137324938587,34.0216390988976,0.546993484772475,63.7088313909859,4.43980349976492,2622.72958806401,0.513280019442688,"5/06/2013","Coral Sea",0.932,0.095532,-2.97003579222285,"Coral Sea AMP","Medium","No take multizoned","II",2013,0.378933856271829,-0.0661747181632186
"CS61","Australia",-21.20865,155.76982,25.4789978094195,7,0.293390457591009,4.21582683162928,1.04076024561617,0.0276413580054907,43,3.39266817541412,1.61897930701265,0.267455278626368,16.0544470913049,3.96559646948847,3.62442026972312,3.42076466532,0.637761229882296,0,2.11194126297372,3.42740488035678,1.34336482777297,3.26598152629505,2.78677935138752,1.78350161584075,2.51414947916798,0.144134589299493,37.4186987801769,1.66137248480033,0.113162076812217,30.0696037728979,0.572439114998578,53.6281357949117,4.15957143277494,2709.63479521621,0.514854510601498,"5/06/2013","Coral Sea",0.932,0.095532,-2.95338818102827,"Coral Sea AMP","Medium","No take multizoned","II",2013,-0.156521294967827,-0.156925290887107
"CS63","Australia",-21.0003,154.3944,25.7404600219058,5,0.236858359397893,4.44810014731805,1.28356794919936,0.307155356919207,53,4.38051843849207,1.86996830235283,0.276340967365961,18.0229955403071,3.77661778452967,4.30102572815936,3.21405260828417,0.617687716133594,0,2.69866945841552,3.989147833,2.61446667562498,2.91828332596509,3.73413070000215,1.83589557269776,3.07976457421205,0.280280817371048,45.012245596572,1.21616251269275,0.118643893175558,34.5684839036276,0.474796260192411,89.9191286844497,4.40813335487642,2968.69427404231,0.551477558941311,"6/06/2013","Coral Sea",0.932,0.095532,-1.15937824861284,"Coral Sea AMP","Medium","Restricted take multizoned","IV",2013,0.652501636172931,0.327983775966552
"CS65","Australia",-21.0065,154.39197,25.7404600219058,4.75,0.201333333351614,4.58890412978131,1.39897515046812,0.425178825854947,39,3.5838379991125,1.41356924326877,0.280585610433529,17.2279288303049,3.97922405455277,4.39977100004446,3.360835862784,0.623856686191541,0,2.96559742029351,3.83641794313265,2.58638700777781,2.49646363204563,4.0966017599746,1.77437550254627,2.83706669515893,0.18985075161132,37.6515832694676,1.75099595063218,0.107143355510517,36.8937161448593,0.534696938701866,71.2648363920727,4.52984955277327,2518.30611208877,0.523958857446416,"6/06/2013","Coral Sea",0.932,0.095532,-1.14961557198806,"Coral Sea AMP","Medium","Restricted take multizoned","IV",2013,0.380523834676275,0.0281986442037128
"CS66","Australia",-21.00829,154.38995,25.7404600219058,4,0.229595910805955,4.42874107912609,1.24180082305777,0.270801416564229,46.5,4.4646923814701,1.64796641084537,0.282484661204099,18.5236981899374,3.81229488627127,4.22918380660759,3.38137292903086,0.608006357222262,0,2.88004769248035,3.7617973607497,2.12704147435947,2.59553590373824,3.98394198170448,1.82047534498076,3.01238029480291,0.265983362436554,46.1948232520347,1.45408485695689,0.112527958933172,28.1410316424975,0.48488351987986,78.7769918520087,4.37746913763854,2581.1526892466,0.530269468930294,"6/06/2013","Coral Sea",0.932,0.095532,-1.14961557198806,"Coral Sea AMP","Medium","Restricted take multizoned","IV",2013,0.564715107586914,0.0748116235680145
"CS67","Australia",-21.01246,154.38369,25.7404600219058,3.5,0.37,4.52581294221217,1.39105107840608,0.316554467832573,44,3.22425782708018,1.82308971770011,0.285196589376188,16.7021263364038,4.30221809233766,4.01487113799616,2.7898411095875,0.613718253881598,0,2.47620335201309,3.61990516836458,2.24646469144207,3.47557948484898,3.36385458503187,1.75189653211105,2.32958703862093,0.282317920831078,35.6523216157495,1.54405738696866,0.109081564643686,35.1842240464253,0.526776273540625,57.2783024558159,4.40411482933029,2727.53479747206,0.514827366518386,"6/06/2013","Coral Sea",0.932,0.095532,-1.13144970616596,"Coral Sea AMP","Medium","Restricted take multizoned","IV",2013,0.0312981328862966,0.0595186559412199
"CS68","Australia",-20.9767,154.345318,25.756878422782,8,0.14,4.0494182354051,0.898867290550502,-0.135690662947904,30,3.3115068552647,1.55612783212583,0.275823229327511,15.2548651746705,3.71052940872501,3.54947651359847,3.39300257401269,0.656193450236208,0,2.0579383014282,3.30509988846188,0.0839359245766137,2.52902307487306,2.96368501039808,1.53743677987617,2.62978301138596,0.284227076287296,30.9221836727626,1.88378689258546,0.136214641205932,65.9819848301248,0.805925540243631,54.8419115191326,3.98266732650474,2461.77964378289,0.51391642111714,"7/06/2013","Coral Sea",0.932,0.095532,-1.12384010578112,"Coral Sea AMP","Medium","Restricted take multizoned","IV",2013,-0.588317332291261,0.163929126374059
"CS7","Australia",-19.1254,152.38809,26.2268017524644,4.55,0.0607968170829359,4.65401641351291,1.46150891834318,0.420039153279325,70.5,3.6473986251525,1.60578656226505,0.283086090610415,15.7319943595723,4.4154446526439,4.17960188276347,2.99543171482531,0.636052155046238,0,2.41699039282741,3.71506143240265,1.73180574524334,2.83166301948992,3.30306671111644,1.74970962690292,2.42189606244389,0.065859457655825,29.6945398308557,1.81681369951703,0.119778239907262,47.242733595074,0.636473817574442,61.6025299903329,4.58633037060426,3384.64556840465,0.514466324781301,"12/09/2012","Coral Sea",0.932,0.095532,-1.19656514592859,"Coral Sea AMP","Medium","Restricted take multizoned","IV",2012,0.12190699294853,0.262756899240064
"CS73","Australia",-20.93697,154.39572,25.7519989047097,10,0.171379310346855,4.30055525233413,1.15639583175639,0.0679578494424221,48,3.25068715752566,1.75238416928833,0.280030380266002,16.9401494926943,4.09612664740395,3.7950885823296,2.99101327636226,0.602595283849788,0,2.19068125774151,3.29240850889819,0.618738453947965,3.28052042474772,2.95669283728452,1.77301349143612,2.34631422823152,0.315586461504511,27.7427173429643,1.45773894316124,0.130402015125717,36.4670844036173,0.599634329447773,55.6242306014276,4.2192105671536,3025.79704558489,0.551680374719761,"8/06/2013","Coral Sea",0.932,0.095532,-1.23642126502514,"Coral Sea AMP","Medium","Restricted take multizoned","IV",2013,-0.163898054842377,0.266093787144905
"CS74","Australia",-20.93624,154.39723,25.7519989047097,4.5,0.165606060608687,4.42477401543358,1.25906765065152,0.21973026955959,43,4.7733361251721,1.91775151221907,0.279209704335465,15.2154015630862,4.05065207909309,4.06375966430935,3.37912842562505,0.60625636274207,0,2.42521191215304,3.51646757333123,1.92698775417082,3.38164613693448,3.09823719622507,1.71624579050726,2.48330862500409,0.26906907483938,35.9214977233167,1.3590252249852,0.120577857041274,33.8588812852698,0.515784847411704,62.8612344413596,4.27538079624347,3054.38044583167,0.54256729986007,"8/06/2013","Coral Sea",0.932,0.095532,-1.23642126502514,"Coral Sea AMP","Medium","Restricted take multizoned","IV",2013,0.0297936230652392,0.199355856519156
"CS75","Australia",-17.40128,155.86461,26.9488554216867,4.5,0.125,4.72631541708417,1.5608908513544,0.500927233148583,45,2.46377963160896,1.47193030476955,0.276081867085351,16.281017287641,4.58461969177539,4.02912855758095,3.52841322096195,0.591181080518595,0,2.53710765201637,3.61601769782846,1.60902879575651,3.59370637601559,3.48554770307301,1.77714087879472,2.28862213755273,0.116702388290127,30.0771286323217,1.93757130716084,0.109963403067761,42.1715551990956,0.650625428515922,48.0794294527128,4.67450886446587,2780.72376034884,0.518416443536654,"10/06/2013","Coral Sea",0.932,0.095532,NA,"Coral Sea AMP","Medium","No take multizoned","II",2013,-0.0137177304096355,0.0971926832638947
"CS76","Australia",-17.40318,155.86641,26.9488554216867,2,0.26,4.50478905511157,1.35953737791113,0.324750803304974,39,4.37363198571798,1.85828184893013,0.277195780509492,14.6169054917357,4.1429257525811,4.08242904763752,3.67426192153766,0.596900657193715,0,2.83294091849298,3.65036560469261,0.776597237025915,3.28389316622828,3.75548388995532,1.61407666370556,2.47714166322531,0.218941974749032,33.7259974411152,1.29402653315333,0.125998886266563,39.2920179841469,0.570974029471104,61.2247852436563,4.4254317677513,2616.37172820899,0.530342440558643,"10/06/2013","Coral Sea",0.932,0.095532,NA,"Coral Sea AMP","Medium","No take multizoned","II",2013,-0.0837658261237727,0.0233771574151777
"CS77","Australia",-17.41652,155.84191,26.9467415115005,10,0.199042059089072,4.83819578817179,1.79884743273962,0.779886549495008,37,2.73596814887108,1.43259860096287,0.272168747191082,14.6003248828707,4.3515981720267,4.63498996852924,3.37319035558301,0.585914523699775,0,3.17570871287259,4.01298369692564,2.13092208968409,2.95220567531446,3.62255650786195,1.68232828505489,2.4274336139421,0.231795311014673,32.8789136391168,2.03993615852654,0.119994214516243,56.384248068986,0.712228992495404,61.2652754602796,4.4100877351793,2460.11216833157,0.517116529342287,"11/06/2013","Coral Sea",0.932,0.095532,NA,"Coral Sea AMP","Medium","No take multizoned","II",2013,0.032036405956035,0.187667972121684
"CS78","Australia",-17.41968,155.85163,26.9493921139102,15,0.3,4.48792161264737,1.23184142103057,0.259633882622679,41,4.27061425398433,1.6575517369743,0.265070482759873,16.5706532406359,3.97515543737264,4.21966056644913,3.3755571084759,0.599643784090976,1,2.51491214355697,3.84668812495832,0.614438982109939,3.1610544725175,3.58298587752829,1.76532169317624,2.77930967658283,0.152428266966599,43.6833316643399,1.27815493905813,0.123098284660652,31.5741356070537,0.493185055345387,86.4886402759893,4.40835114250236,2943.11452950353,0.521319942799774,"11/06/2013","Coral Sea",0.932,0.095532,NA,"Coral Sea AMP","Medium","No take multizoned","II",2013,0.277114204662976,0.0730768324084005
"CS79","Australia",-17.4316,155.853517,26.9493921139102,8.5,0.130808080808081,4.83025571609557,1.72418104370016,0.729401881909201,50.5,4.83332772469791,1.70802232187805,0.28324622939043,16.3324788658218,4.32368266307242,4.60628520381087,3.61307205694636,0.608636023562588,0.5,3.08387006693006,4.0465408538878,2.44652669640344,2.96134924617511,4.19661433462477,1.82472328735147,2.70282544688536,0.12647015319178,43.7054179903685,1.48027627250155,0.11922282501513,34.0746781463741,0.549240173806056,69.3692662509088,4.75990339367221,2350.97428215096,0.517570191726436,"11/06/2013","Coral Sea",0.932,0.095532,NA,"Coral Sea AMP","Medium","No take multizoned","II",2013,0.715576501454032,-0.0456003569685811
"CS8","Australia",-19.09532,152.38714,26.2453504928806,4.75,0.148393203657982,4.59603599891162,1.40432854068429,0.3353558938633,50,2.08174172148101,1.32336499709654,0.26960899285256,15.434988584109,4.46480221564255,3.84304759416752,3.11458506338303,0.627740047605529,0,2.31377343706201,3.55558878887758,2.2371634151991,3.19670282332658,3.23701948528578,1.71773792540969,2.25233710586663,0.059866974707645,26.6965479260181,2.31143220294612,0.102803401328532,52.0620416657068,0.692963865725991,49.4549603656624,4.55225250482212,2774.91104767959,0.518691395368735,"12/09/2012","Coral Sea",0.932,0.095532,-1.20232507843197,"Coral Sea AMP","Medium","No take multizoned","II",2012,-0.268404682924157,0.0875214380979084
"CS80","Australia",-17.4166,155.862267,26.9493921139102,3.75,0.245,4.69542856971287,1.502338593105,0.498980427638175,44.5,4.69501813212023,1.86045302161048,0.275623986248395,16.0754830643609,4.35316839769415,4.28213620101593,3.84365337248318,0.598361194025378,0,2.75704697827119,3.74348020868661,1.66054471564137,3.74915523880819,3.75477981086508,1.81708159815466,2.60326177664431,0.138344000004278,37.7007577578805,1.69232786543786,0.112468102158418,38.3888446460908,0.592345170163954,61.0640821609543,4.60438181172005,2646.44729584358,0.532533946834888,"11/06/2013","Coral Sea",0.932,0.095532,NA,"Coral Sea AMP","Medium","No take multizoned","II",2013,0.423375929641461,0.0864673153981905
"CS81","Australia",-17.41488,155.8633,26.9493921139102,4.25,0.215,4.6452051133456,1.54486364310776,0.465381796113992,43,2.45193934365653,1.49999599020541,0.269290478375243,15.7759415749118,4.49242170363774,3.96264264983907,3.32138852643722,0.607125179248648,0,2.62403395723153,3.49079590680629,1.90459477628692,3.45644261664732,3.59043503976995,1.66312328050909,2.24742655408571,0.149880664200663,33.4311291618707,1.70053944800425,0.112847076885709,42.2945109370432,0.626258406255831,47.1592376221759,4.57678936323669,2861.40572996445,0.550881536251711,"11/06/2013","Coral Sea",0.932,0.095532,NA,"Coral Sea AMP","Medium","No take multizoned","II",2013,-0.224505276676553,0.210507048037416
"CS82","Australia",-17.4219,155.8515,26.9493921139102,4,0.20937191571392,4.39937742987685,1.20462513759924,0.199612176736245,40,3.10680757815007,1.59478688609675,0.26697453595037,15.0899763902738,4.11026928939096,4.03899278631369,2.93148825783122,0.631446055935886,0,2.22357090504467,3.56029397776663,1.37362954090194,3.48282897214233,3.16979278164786,1.6733419637971,2.47485585497445,0.196118187470175,33.1728954534701,1.56713998121379,0.112289784355981,39.5856036812897,0.625541710940405,68.3368116014713,4.36280312548653,2736.31187833945,0.52197010063049,"11/06/2013","Coral Sea",0.932,0.095532,NA,"Coral Sea AMP","Medium","No take multizoned","II",2013,-0.251942820397317,0.0679122455253622
"CS83","Australia",-17.38658,155.87503,26.9690416210296,2.5,0.02,4.86068333215755,1.77824753337167,0.722558779402954,22,1.16462799031326,0.286277090035848,0.259896214822876,13.9180693588823,4.84575890194385,3.38021108103872,0,0.611174196929662,0,2.18579469044535,3.41385139594226,0.178837768858675,2.54522273688172,3.38929814070826,1.50414890579582,2.02335562710791,0.100965172889158,35.9335978599817,1.51769434938626,0.114017492317556,35.8703664354258,0.54028124247141,51.4797755058308,4.84838750916288,2186.90907739716,0.548898520913311,"12/06/2013","Coral Sea",0.932,0.095532,NA,"Coral Sea AMP","Medium","No take multizoned","II",2013,-1.20541558641775,-0.0981620840826895
