"SiteCode","SiteCountry","SiteLatitude","SiteLongitude","SiteMeanSST","SurveyDepth","coral_imputation","log(Biomass)","log(N_Recycling)","log(P_Recycling)","Taxonomic_Richness","Functional_Entropy","Phylogenetic_Entropy","Trait_Distinctiveness","Evolutionary_Distinctiveness","log(Herbivores_Biomass)","log(Invertivores_Biomass)","log(Piscivores_Biomass)","Endemism","Elasmobranch_Diversity","log(Low_Mg_Calcite)","log(High_Mg_Calcite)","log(Aragonite)","log(Monohydrocalcite)","log(Amorphous_Carbonate)","Trophic_Web_Robustness","Mean_Trophic_Level","Turnover_Available_Biomass","Selenium","Zinc","Omega_3","Calcium","Iron","Vitamin_A","log(Available_Biomass)","Aesthetic","Public_Interest","SurveyDate","SiteEcoregion","HDI","MarineEcosystemDependency","log(gravtot2)","mpa_name","mpa_enforcement","protection_status","mpa_iucn_cat","year","NN_score","NP_score"
"AIMS3","Australia",-23.532958,151.745159,24.1745180722892,7.05,0.205225598180639,4.53159871555185,1.27127591336498,0.2173827910467,39,1.83644929986792,1.21786676215001,0.256665097072911,13.2292596524769,4.42325278456392,3.81346521991512,2.4522831793883,0.716859204521031,0,2.69702261017905,3.16301171561208,0.0518165266184004,3.23067744798233,3.22594285152001,1.65300228323534,2.18157491645272,0.0391609239509546,29.3262618574683,2.24054206247417,0.101044565643303,43.2205390346877,0.691072781247218,50.585428789865,4.48391733595542,2677.18309399006,0.5029614004126,"3/10/2015","Central and Southern Great Barrier Reef",0.932,0.095532,0.772023023133227,"Great Barrier Reef MP","High","Restricted take multizoned","IV",2015,-0.632646740429149,-0.07788028954184
"AIMS5","Australia",-23.49845,151.7789,24.2473165388828,6.05,0.710663641520137,4.40087112315284,1.18367962030642,0.127490669997284,53,2.69923770601415,1.66862328786759,0.259649736685171,15.5786791937545,4.12351128991739,3.95666109045079,0,0.676484865122867,0,2.64521140712156,3.2712287122441,0.102733135720814,2.99695321355665,3.32147124774325,1.6256597409119,2.28908252348528,0.123815948919935,31.9740607092318,2.11471726619444,0.114113329769851,45.0596628870132,0.692519011888859,56.8199298042694,4.21823842681807,3267.56192337382,0.513745772184729,"4/10/2015","Central and Southern Great Barrier Reef",0.932,0.095532,0.733958979415704,"Great Barrier Reef MP","High","No take multizoned","II",2015,-0.530426073612875,0.224303410744187
"AIMS6","Australia",-23.50019,151.78232,24.2034556407448,7.1,0.661092096775049,4.50134084014266,1.35925313196283,0.298793556455814,61,2.92687348689958,1.80755932033394,0.260339511482694,15.6274246271324,4.24109404427238,4.13140270065426,2.10498334732689,0.675910055085764,1,2.79972564024712,3.37278577214346,0.375098922056553,3.11179913231854,3.39973357972337,1.64244844737449,2.28177102000697,0.091841859343704,24.7975687850532,1.97498651734182,0.116920956755224,40.4088152166679,0.639070624228257,57.1569485913001,4.39813585069461,3358.36739248538,0.529556907151752,"5/10/2015","Central and Southern Great Barrier Reef",0.932,0.095532,0.733958979415704,"Great Barrier Reef MP","High","No take multizoned","II",2015,-0.161781930823213,0.213932441635562
"AIMS8","Australia",-23.249566,151.94255,24.5392661555312,8.05,0.51,4.86115686237611,1.72082247350868,0.659600777457962,53.5,2.46663754652136,1.45795333129997,0.269855196354664,13.7259072844629,4.72756635028694,4.20560635462366,2.77978850965724,0.640608592704437,0,2.85500593225111,3.60986041963442,0.376711547136872,3.3386013382631,3.47584916997839,1.71768423465467,2.21604638745809,0.11035626704306,30.7265919234892,1.64406591889882,0.114812805432919,39.0247709922119,0.593920414762151,53.7721655045302,4.80324967298479,3117.9245768451,0.51004798239917,"6/10/2015","Central and Southern Great Barrier Reef",0.932,0.095532,0.450173118155872,"Great Barrier Reef MP","High","Restricted take multizoned","IV",2015,-0.163691382142504,0.167171498469566
"AIMS9","Australia",-23.257383,151.947133,24.5117524644031,9.05,0.709315854263502,5.05298724254767,1.9045396488494,0.86490364833863,62.5,1.66596286389242,1.0685359563128,0.259100911099364,15.3623742252048,4.98376235495038,4.2056235745461,2.41154772233668,0.635262186374329,0,2.87782732870942,3.70240597605626,0.625388946042892,3.15617212652148,3.48657264241624,1.61441655301636,2.10047102540829,0.0406804100629207,34.2208738926366,1.57253352805755,0.113745510686587,36.6142792508355,0.553361226034353,51.4420080758169,4.9975450332255,3479.8225844663,0.522401143451551,"6/10/2015","Central and Southern Great Barrier Reef",0.932,0.095532,0.461145513981234,"Great Barrier Reef MP","High","Restricted take multizoned","IV",2015,-0.368213287577049,0.300315413401578
"AL10","Republic of the Marshall Islands",10.22592,169.92878,28.3703833515882,7.5,0.635,4.6004601659502,1.65724196500181,0.632925870184894,38.5,2.93097702719057,1.43743230827516,0.279673461418742,15.51159666694,3.80372158254912,4.50124130351823,2.56032534404998,0.626983845576207,0,3.0665411448651,3.63803726157353,2.80205287973831,2.98112473097657,3.70139940990578,1.72905642776588,2.54780156222759,0.163704419369536,34.5888136121311,1.57841175408633,0.136164840996407,43.9075762090227,0.596925122254255,75.6487284278417,4.12094224142226,2209.83976752329,0.527595014158089,"25/07/2014","Marshall Islands",0.697,0.509728,-0.459580522936737,NA,NA,"Fishing",NA,2014,0.107907509763923,-0.180586471421972
"AL2","Republic of the Marshall Islands",10.2822,169.97562,28.362404162103,7,0.24,4.75308551614724,1.82938934536374,0.800889077126799,43,3.35604854731223,1.57345737565489,0.265033614443609,17.3271092849248,4.36155466814342,4.48306773575078,3.29712210810514,0.60754487204554,1,3.08760819828803,3.78563876364562,2.91183936555564,3.82863156483223,3.74201750791812,1.71120924089524,2.43547582281336,0.0747629154009858,40.1248050700338,1.58906096390548,0.109563536364537,36.7247651773069,0.581261522329497,59.2682710283156,4.52112939436497,2480.53019561698,0.54018451610889,"15/07/2014","Marshall Islands",0.697,0.509728,-0.0397475938158258,NA,NA,"Fishing",NA,2014,0.336424765722002,-0.0715508380775657
"AL3","Republic of the Marshall Islands",10.22375,169.96187,28.3682146768894,15.5,0.353873428571428,4.50961827921184,1.31843222440667,0.312661183869857,29,3.2682176243896,1.65905490445293,0.272553612630618,17.9554914590872,4.21323140242065,4.01045258036082,2.75015635789369,0.592584923008109,0,2.40479085318875,3.74389693961942,2.98470047033576,3.55728663696409,3.12388398881999,1.82324113415694,2.38076004817921,0.0872800725728071,42.9763692303113,1.52470274327717,0.118365873463688,31.4976951055386,0.553291478118686,54.8068991619216,4.35807440342342,2364.99777676542,0.568429257612096,"15/07/2014","Marshall Islands",0.697,0.509728,-0.234752907877952,NA,NA,"Fishing",NA,2014,0.0617335103532563,-0.100060168042534
"AL4","Republic of the Marshall Islands",10.292,169.85435,28.3660952902519,8,0.45,4.86119208228301,1.62705143782416,0.68087340297318,41,4.45409587735073,1.45709915939421,0.27893127875382,16.3059981428102,4.23592596705366,4.54064099848239,4.24881005454932,0.618435033640414,2.5,2.70807230359316,4.48811051740923,1.89036399118267,3.78117495075695,3.88538584467508,1.72515622886016,2.8264749691892,0.118979039299537,38.7497167091781,1.31734847387107,0.130973895119045,39.2448144362659,0.585394198348695,91.6169219408507,4.82000213748989,2755.14160989641,0.541953854521931,"16/07/2014","Marshall Islands",0.697,0.509728,-0.187723957503883,NA,NA,"Fishing",NA,2014,0.743266682753,0.245898850356837
"AL8","Republic of the Marshall Islands",10.35851,169.90865,28.3561336254107,10,0.53,4.85671577054063,1.61493667664983,0.614084393299174,55,4.57997113290167,1.8964497629767,0.279321359762315,14.8082035560098,4.44301522358359,4.48627863855788,3.81075394439142,0.61701693716886,1,2.64308454573225,4.27752954245243,3.51854262200116,3.81225967908545,3.74206164391313,1.73202522347364,2.53424764387363,0.0761677314930647,38.1959447634444,1.62096648770575,0.125310145040738,43.6446351824189,0.592914436250662,73.5802651722943,4.76989752145698,2530.43158224877,0.535853783564418,"24/07/2014","Marshall Islands",0.697,0.509728,-0.344532375620835,NA,NA,"Fishing","VI",2014,0.549689465419913,0.0940069708550117
"BA1","Indonesia",-4.53,131.6519,28.2147645125958,5.95,0.21,5.02793043434601,1.82617766087761,0.785494567726832,67,3.28363834561352,1.56401089743238,0.273929742235711,16.0544937598253,4.7729011171831,4.63968205513018,3.06008854100671,0.605998797148774,0,3.08047683210891,3.97146277852352,2.36679130857254,3.44866654817221,4.03828587185828,1.70981180513231,2.35960416392848,0.18123117717957,25.3702274571285,1.77423926454464,0.111800111036104,46.2286389373673,0.57717924376301,52.7820848423544,4.90213557193789,3553.58295061584,0.526121905219184,"23/09/2015","Banda Sea",0.69,0.36433,0.98093700546571,NA,NA,"Fishing",NA,2015,0.29290929324876,0.496564375732333
"BA10","Indonesia",-5.63704,132.62948,28.1030339539978,2.6,0.65,4.0212801920781,1.07043358562909,0.0353999318902069,47,3.17797555395573,1.85839982125865,0.254647906556077,15.7294351712853,3.42681516461189,3.83681557642975,2.60285448255542,0.68500976511504,0,2.50425920264897,3.21792971896016,1.42977129583759,3.02637924929959,3.48662505462363,1.67314943940697,2.47917539945535,0.390453339009555,27.5130932125224,1.46166820512867,0.132503363498548,52.7492566555673,0.590573479024875,86.219984625381,3.70835447960144,2531.195535793,0.513306196504376,"30/09/2015","Banda Sea",0.69,0.36433,1.17752551690196,NA,NA,"Fishing","VI",2015,-0.287863216098404,0.0121135965062494
"BA2","Indonesia",-4.58683,131.68701,28.2037404162103,7,0.47,4.74124267751589,1.62028817873437,0.582115720627181,64,3.26302887301143,1.56684453253412,0.264795621641727,16.0251537760694,4.46962009945902,4.35656750092179,3.2698721246343,0.602206107703379,0,2.87185214599535,3.90701133168606,1.47964931144315,3.52998861229457,3.81654731010679,1.61138599967047,2.31413167829704,0.165975923022736,30.3474308114587,1.25287589340966,0.136548549560424,46.4568359229155,0.557035479254854,76.83022283648,4.66761599592047,3197.48796745412,0.517432267439077,"23/09/2015","Banda Sea",0.69,0.36433,0.836317531537248,NA,NA,"Fishing",NA,2015,-0.04609313874353,0.265026201793926
"BA3","Indonesia",-4.53805,131.78299,28.2409748083242,5.2,0.66,4.803047457795,1.65672732836231,0.688286311957058,73,3.60056223622523,1.67174763756794,0.265500626799193,18.037880196789,2.94528857393705,4.74530947388268,3.06280844361118,0.616500876936087,0,3.12043796012008,4.56527543640563,1.77492960320932,3.05336396457624,4.10005805641822,1.69936976194841,2.58224223714222,0.479704402747701,24.7885706191458,1.56490424226018,0.159260274269399,89.7997392002185,0.824391547068014,166.609742937115,4.63985254443641,2816.2966969475,0.52193832564551,"24/09/2015","Banda Sea",0.69,0.36433,1.75550833876609,NA,NA,"Fishing",NA,2015,0.322675356974984,1.06610340971768
"BA4","Indonesia",-4.71804,131.72684,28.2011336254107,6.7,0.775,3.8901989579948,0.802695234921746,-0.249391580302792,39,3.06256557370343,1.54976263836372,0.261444973846043,15.3533767356957,3.59358265615991,3.55125048500101,2.40938310913278,0.61943130275498,0,2.17155743859722,2.95825900530145,1.15749896427787,2.23079751059648,3.16288179994047,1.68936970733873,2.37672804522076,0.377863705070537,25.1268923009977,1.01295329255917,0.127083261774327,44.4769620973258,0.440926496023611,62.6623136781283,3.76348702440523,2543.86870808994,0.526700177680359,"24/09/2015","Banda Sea",0.69,0.36433,0.701312683538736,NA,NA,"Fishing",NA,2015,-0.590163933382545,-0.2004482714733
"BA5","Indonesia",-5.13609,132.01311,28.2087513691128,10.75,0.49,4.46066379027414,1.51719623869017,0.47242825007568,53.5,2.62663550926896,1.43904635990687,0.261414603737465,15.5758516367083,4.07082000906288,4.13373882458612,3.02742771300745,0.620586069817214,0,2.70437007030242,3.46709091694856,1.79118938577604,2.81582479243579,3.53775314676152,1.63329184973747,2.34149203659844,0.342123477990772,23.7194332766345,0.982850346278178,0.131232103234233,42.6643979722492,0.433266017222317,59.7838073657877,4.22610979421394,2803.5758499187,0.51944918817961,"27/09/2015","Banda Sea",0.69,0.36433,0.535774804553848,NA,NA,"Fishing",NA,2015,-0.265505697436426,-0.0408526323587544
