generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,0.403105,-22181.2,100,1
15000,0,1.16267,-22113.3,0.637008,0.154867
30000,0,1.16857,-22114.1,1.13922,0.163267
45000,3,6.55902,-22080.2,4.7983,0.377867
60000,3,13.3187,-22059.9,6.28299,0.261162
75000,3,11.8859,-22045.4,1.40927,0.201357
90000,4,7.9815,-22031.8,3.37891,0.240267
105000,5,16.8159,-21987.5,5.32748,0.242133
120000,7,27.8789,-21988.9,5.5861,0.242533
135000,4,17.4328,-22041.6,2.10911,0.2982
150000,1,1.01047,-22081.8,1.20528,0.206762
165000,5,22.1258,-22021.2,15.5305,0.320267
180000,13,49.0442,-21927.5,16.0986,0.275617
195000,5,17.7242,-22009,9.73587,0.3566
210000,11,42.5414,-21912.8,13.9378,0.2892
225000,8,33.671,-21995.6,10.0347,0.3471
240000,7,28.4967,-21991,9.97446,0.352067
255000,11,44.7906,-21914.3,14.637,0.284622
270000,15,70.5465,-21906.9,17.6852,0.308267
285000,13,56.8172,-21886.6,18.4514,0.306
300000,17,73.4282,-21884.8,12.3932,0.2876
315000,15,67.9177,-21870.7,14.6014,0.333467
330000,16,75.411,-21880.8,13.2421,0.331933
345000,16,76.2133,-21872.4,13.9885,0.316933
360000,22,105.678,-21854.8,32.4212,0.357333
375000,23,102.46,-21882.9,27.6494,0.3422
390000,19,80.0159,-21868.1,20.474,0.308133
405000,16,71.3195,-21869.1,13.8803,0.346376
420000,24,101.865,-21871.1,24.7728,0.362467
435000,26,120.767,-21838.7,20.131,0.343111
450000,34,141.237,-21834.8,40.3214,0.386833
465000,33,145.489,-21800.9,26.7032,0.361267
480000,32,146.356,-21788.3,29.7295,0.3586
495000,28,120.559,-21794.9,25.7234,0.347267
510000,35,134.126,-21806.1,29.5465,0.3702
525000,38,170.099,-21790.2,40.5517,0.405667
540000,32,130.617,-21782.4,41.0205,0.393733
555000,41,176.624,-21759.2,32.4185,0.377333
570000,40,163.136,-21743.5,47.7932,0.373733
585000,38,157.52,-21751.7,45.158,0.288515
600000,50,228.669,-21747.1,51.0777,0.389533
615000,41,179.919,-21734.3,38.9208,0.387867
630000,56,237.439,-21751.9,63.9544,0.386411
645000,49,205.095,-21724.2,51.9469,0.40076
660000,49,222.853,-21756.9,50.1182,0.3981
675000,53,240.056,-21730.6,59.6923,0.3996
690000,43,175.791,-21732.8,48.4378,0.386178
705000,48,219.083,-21748,43.4451,0.385722
720000,61,253.028,-21704.9,55.4154,0.3961
735000,54,236.727,-21702,64.9726,0.402267
750000,40,173.852,-21758,32.9964,0.384022
765000,53,228.372,-21706.6,51.9347,0.395411
780000,66,305.858,-21698.4,73.2371,0.383578
795000,58,257.595,-21691.5,52.1166,0.387533
810000,51,215.412,-21706.8,51.7484,0.3898
825000,56,244.843,-21744.7,54.7578,0.392117
840000,63,277.67,-21731.5,52.268,0.404467
855000,69,304.228,-21714.1,89.3414,0.410467
870000,53,234.247,-21721.1,61.1161,0.4068
885000,66,302.765,-21711.2,53.9604,0.397827
900000,58,249.995,-21718.3,60.9348,0.398267
915000,54,223.286,-21723.8,57.9166,0.387222
930000,46,193.549,-21717.7,37.1972,0.398867
945000,51,211.835,-21717.2,39.1731,0.3788
960000,41,183.727,-21722.4,38.9489,0.388533
975000,50,218.423,-21709.6,52.2919,0.396093
990000,51,226.84,-21734.9,49.7778,0.375633
1005000,59,235.935,-21706.9,50.957,0.3852
1020000,56,236.131,-21702,56.4044,0.390133
1035000,61,270.915,-21700.4,64.3564,0.4012
1050000,66,282.98,-21703.5,55.3212,0.398867
1065000,54,242.434,-21704.9,39.783,0.407
1080000,52,244.662,-21705.5,55.6366,0.399067
