"fb_sci_name";"rls_sci_name";"kingdom";"phylum";"class";"order";"family";"genus";"Aesthetic";"Evol_age";"Coralness";"Benthicness";"Diel_activity";"Length";"Trophic_level";"Temperature";"Di";"Range_005";"Sci_fields";"H_index";"Tot_pubs";"NCBI";"Wiki_views";"FishBase";"Twitter";"Flickr";"acad";"public";"interest";"IUCN";"ClimVuln_SSP126";"ClimVuln_SSP585";"Fishery";"Price";"Aquaculture";"Aquarium"
"Acanthurus_bariene";"Acanthurus_bariene";"Animalia";"Chordata";"Teleostei";"Acanthuriformes";"Acanthuridae";"Acanthurus";0,629444515957171;0,268636191806089;0,999999999999986;0,666666666666667;1;0,640717315;0;0,658208489872855;0,283078968630862;0,302786249626662;0;0;0,221278698945805;0,23595142728551;0,696083309178235;0,487179487179487;0,223415177739599;0,245120734872258;0,215018554993434;0,335521767802011;0,296710631141188;"LC";NA;NA;0,8;0,5;0,25;1
"Acanthurus_blochii";"Acanthurus_blochii";"Animalia";"Chordata";"Teleostei";"Acanthuriformes";"Acanthuridae";"Acanthurus";0,666514813861312;0,242169259395714;0,999999999999986;0,666666666666667;1;0,620753273;0;0,612692343500913;0,278367346269813;0,639683546304021;0,781477466315627;0,131452159792849;0,38586941036059;0,236509816512752;0,71590613518479;0,512820512820513;0,288553934860434;0,387104914624489;0,371407884008066;0,426377680553347;0,437392155524611;"LC";0,4682756;0,5311744;0,8;0,5;0,25;1
"Acanthurus_chirurgus";"Acanthurus_chirurgus";"Animalia";"Chordata";"Teleostei";"Acanthuriformes";"Acanthuridae";"Acanthurus";0,510853732338592;0,280991505978353;0,999999999999986;0,666666666666667;1;0,593638075;0;0,601971983939901;0,274932866249007;0,553705163438888;0,821207780703113;0,47125106349617;0,513298485141544;0,262715824053535;0,675280597389973;0,641025641025641;0,519463781293671;0,483130355549736;0,52002423847115;0,549119226435943;0,591793683341474;"LC";0,436523112735044;0,4949341;0,4;0,5;0,25;1
"Acanthurus_chronixis";"Acanthurus_chronixis";"Animalia";"Chordata";"Teleostei";"Acanthuriformes";"Acanthuridae";"Acanthurus";0,537875598248653;0,332904637695699;NA;NA;NA;NA;NA;NA;NA;0;0;0;0,132205332962905;0;0,691382541237431;0,358974358974359;0,191331669489893;0;0,102408826229999;0,215850118186175;0,164543483402063;"THR";NA;NA;0;0;0,25;1
"Acanthurus_coeruleus";"Acanthurus_coeruleus";"Animalia";"Chordata";"Teleostei";"Acanthuriformes";"Acanthuridae";"Acanthurus";0,751747480517251;0,443976386642595;0,999999999999986;0,666666666666667;1;0,593638075;0;0,604138909261548;0,275006348172351;0,605287247317895;0,803597799556379;0,500485027602407;0,534983968898281;0,249655292262889;0,88127068894539;0,653846153846154;0,542270767824012;0,590351013043198;0,530680693501761;0,64667359384933;0,653365195688778;"LC";0,4067688;0,477761;0,4;0,5;0,25;1
"Acanthurus_dussumieri";"Acanthurus_dussumieri";"Animalia";"Chordata";"Teleostei";"Acanthuriformes";"Acanthuridae";"Acanthurus";0,604588144798969;0,294590369423335;0,999999999999986;0,666666666666667;1;0,655300135;0;0,549779817430475;0,282050860415326;0,610982373743448;0,848989720802066;0,208346743910471;0,389570157134984;0,240171801647598;0,751085673842484;0,641025641025641;0,419454566269467;0,460506733559811;0,424753960090768;0,516116035773787;0,518806607699649;"LC";0,4315871;0,4733736;0,4;0,5;0,25;1
"Acanthurus_fowleri";"Acanthurus_fowleri";"Animalia";"Chordata";"Teleostei";"Acanthuriformes";"Acanthuridae";"Acanthurus";0,647924745369998;0,380179736974808;0,999999999999986;0,666666666666667;1;0,620753273;0;0,828370417091237;0,286539958181946;0,305457393490033;0;0;0,162676159618055;0;0,689317892523708;0,358974358974359;0,165541144506271;0,198883057210989;0,111458926159287;0,29167113399912;0,212834798751383;"LC";0,4255244;0,475226;0,4;0,5;0,25;1
"Acanthurus_gahhm";"Acanthurus_gahhm";"Animalia";"Chordata";"Teleostei";"Acanthuriformes";"Acanthuridae";"Acanthurus";0,372323412730338;0,302847433235861;0,999999999999986;0,666666666666667;1;0,598435373;0,296296296;0,617102849562536;0,209120256367132;0,291348555330514;0,833575964070001;0,208346743910471;0,317939887925664;0,238120675856062;0,745264772900207;0,448717948717949;0,128616062607239;0,250962476551334;0,358472248049489;0,311420512699831;0,36462167683129;"LC";0,5253536;0,5510324;0;0,5;0,25;1
"Acanthurus_grammoptilus";"Acanthurus_grammoptilus";"Animalia";"Chordata";"Teleostei";"Acanthuriformes";"Acanthuridae";"Acanthurus";0,710262500871561;0,388941623575612;0,999999999999986;0,666666666666667;1;0,573133425;0,037037037;0,661074663243796;0,262948181472585;0,356392910034861;0;0,131452159792849;0,26549743474128;0,0801544626836259;0,700300990204268;0,397435897435897;0,18538530319582;0,198883057210989;0,197953385238506;0,301608790548276;0,267704275426528;"LC";0,4425711;0,5103592;0,8;0,5;0,25;0
"Acanthurus_guttatus";"Acanthurus_guttatus";"Animalia";"Chordata";"Teleostei";"Acanthuriformes";"Acanthuridae";"Acanthurus";0,562838009371743;0,432482664614289;0,999999999999986;0,666666666666667;1;0,516809271;0;0,574013760188447;0,270065868334427;0,517966240368083;0,468886479789376;0,208346743910471;0,316734718043705;0,226719679276467;0,721241620839454;0,461538461538462;0,377151656370284;0,381931187638602;0,32376826573196;0,459543527146729;0,429156639041626;"LC";0,4544968;0,5334501;0,8;0,5;0,25;1
"Acanthurus_leucocheilus";"Acanthurus_leucocheilus";"Animalia";"Chordata";"Teleostei";"Acanthuriformes";"Acanthuridae";"Acanthurus";0,48876501543781;0,323729127980688;0,999999999999986;0,666666666666667;1;0,620753273;0;0,670599001027686;0,280604622280514;0,367066672372783;0;0;0,208784190191736;0,168823246899107;0,688587331709979;0,384615384615385;0,141149808461929;0,125481238275667;0,172001235857881;0,250248049334101;0,223713559060546;"LC";0,5353742;0,6026404;0;0,5;0,25;1
"Acanthurus_leucopareius";"Acanthurus_leucopareius";"Animalia";"Chordata";"Teleostei";"Acanthuriformes";"Acanthuridae";"Acanthurus";0,379589217489867;0,377693512237914;0,999999999999986;0,666666666666667;1;0,501642527;0;0,479239019991453;0,268973132782375;0,543549713131663;0,527497289763048;0;0,283041850804506;0,176027417579409;0,680522927138681;0,5;0,183255996139701;0,342528119893969;0,271456795507634;0,359012078183398;0,342189647446759;"LC";0,448321419883385;0,5330041;0,4;0,5;0,25;1
"Acanthurus_leucosternon";"Acanthurus_leucosternon";"Animalia";"Chordata";"Teleostei";"Acanthuriformes";"Acanthuridae";"Acanthurus";0,820667423807659;0,414748719594892;0,999999999999986;0,666666666666667;1;0,655300135;0;0,696783421431917;0,286486023233538;0,49814353456696;0,893814852098498;0,208346743910471;0,42379773385335;0,341360605685978;0,861841806283938;0,602564102564103;0,567528898260203;0,531518148085595;0,45518156354175;0,626963982256365;0,599191813824555;"LC";0,5076638;0,5576969;0,4;0,5;0,25;1
