"Scientific";"GBIF";"Sci_litt";"NCBI";"Wiki_views";"Wiki_verna";"Flickr"
"Chaetodontoplus conspicillatus";0,244038347105129;0,0929665563974237;0,212873485234901;0,52460272003448;0;0,387330924964844
"Chaetodontoplus duboulayi";0,540015123620715;0,0929665563974237;0,204691776685668;0,718440511522354;0,38391744001312;0,40334941024139
"Chaetodontoplus meredithi";0,295520555232413;0,215861659184109;0,128661826406709;0,621682389250675;0,19195872000656;0,355022993612965
"Chaetodontoplus mesoleucus";0,434540328365887;0,185933112794847;0,319949793040743;0,685822211780373;0,38391744001312;0,465338579208912
"Chaetodontoplus personifer";0,489548151141348;0;0;0,467397212765724;0;0,0868565678518474
"Cheilinus chlorourus";0,662549453025593;0,240315062108519;0,378986645224042;0,679909582880942;0,19195872000656;0,508804123778131
"Cheilinus fasciatus";0,665079236951977;0,353956676086477;0,40914684466107;0,701136063574432;0,19195872000656;0,577062545945085
"Cheilinus lunulatus";0,374580588249437;0,185933112794847;0,289354929147267;0,696301510390177;0,19195872000656;0,515123489971516
"Cheilinus oxycephalus";0,557658195307827;0,147348505711095;0,346601837925476;0,632832763484223;0,19195872000656;0,201674705120695
"Cheilinus trilobatus";0,653560928897746;0,215861659184109;0,388053925719331;0,689727086234755;0,19195872000656;0,49984977681141
"Cheilinus undulatus";0,612391044637546;0,575446673943277;0,954713670033407;0,903599708111695;0,60849474579366;0,787449390921896
"Cheilio inermis";0,634296365288105;0,240315062108519;0,492182372491254;0,684235641342488;0,19195872000656;0,506624807287663
"Chelmon marginalis";0,515207921835549;0;0,178374801118595;0,704169310978724;0;0,362185373824889
"Chelmon rostratus";0,571683133664099;0,308828215581532;0,937993678980175;0,776666493351954;0,445714345041849;0,767469007206442
"Chelmonops truncatus";0,492177592860087;0;0,178374801118595;0,694215727493892;0;0,490205978093237
"Chlorurus bleekeri";0,59176960634708;0,147348505711095;0,276955762535303;0,699169846951311;0,19195872000656;0,52873612931666
"Chlorurus bowersi";0,297423887140201;0,0929665563974237;0,204691776685668;0,661920280000976;0,19195872000656;0,339339108107216
"Chlorurus capistratoides";0,195441098947606;0,0929665563974237;0,231429321965368;0,650557335356062;0,19195872000656;0,137664402986521
"Chlorurus frontalis";0,519650504314031;0,0929665563974237;0,252499154560405;0,565636373285256;0,19195872000656;0,275328805973042
"Chlorurus japanensis";0,56367071390877;0,0929665563974237;0,275317926095121;0,55108687428856;0,19195872000656;0,224520970838368
"Chlorurus microrhinos";0,719436360215138;0,442045517133285;0,355183556419939;0,729037345810483;0,19195872000656;0,482452523484854
"Chlorurus rhakoura";0,161597729398367;0,0929665563974237;0,109874704691889;0,542868726174812;0,19195872000656;0,137664402986521
"Chlorurus sordidus";0,813164178459112;0,527345850464568;0,571390481252284;0,767104835648518;0,19195872000656;0,635171914598274
"Chlorurus spilurus";0,798480854724847;0,321611444677075;0,272684368959722;0,632973952561265;0;0,635171914598274
"Chlorurus strongylocephalus";0,308757816434601;0,215861659184109;0,128661826406709;0,683506449390029;0,30424737289683;0,43030448798449
"Choerodon anchorago";0,49585511097658;0,185933112794847;0,319799180083213;0,683980611138379;0,19195872000656;0,43030448798449
"Choerodon cauteroma";0,490290860622446;0,147348505711095;0,187083410584149;0,643966661136652;0,19195872000656;0
"Choerodon cephalotes";0,554375705143677;0,147348505711095;0,234471023306282;0,5947703173451;0,19195872000656;0,137664402986521
"Choerodon cyanodus";0,469100040084698;0,240315062108519;0,216673850070443;0,653172276235614;0,19195872000656;0,137664402986521
"Choerodon fasciatus";0,587936827962191;0,0929665563974237;0,302181068036489;0,720760418206224;0,19195872000656;0,541013813227911
"Choerodon graphicus";0,334803833388968;0,260990119689053;0,201475674871277;0,592152115267849;0,19195872000656;0,201674705120695
"Choerodon monostigma";0,482510228371973;0;0,200413085572808;0,595522881493032;0,19195872000656;0
"Choerodon rubescens";0,375501188749894;0,414578001074499;0,296217727971082;0,652977413005032;0,19195872000656;0,173713135703695
"Choerodon schoenleinii";0,499799756122056;0,431723318368217;0,355598007021224;0,665869693827951;0,19195872000656;0,224520970838368
"Choerodon vitta";0,430021295862389;0;0,198002020284647;0,592709983825543;0,19195872000656;0
"Chromis agilis";0,703582959626782;0,147348505711095;0,405385753302182;0,614964410874709;0,19195872000656;0,288531272972542
"Chromis alpha";0,409558697558966;0;0,218002116852115;0,589715185510304;0,19195872000656;0,260569703555542
"Chromis alta";0,217294300272424;0;0,266049340927917;0,570220441974048;0,19195872000656;0
"Chromis amboinensis";0,532408994604213;0,0929665563974237;0,28864760108378;0,705789546475543;0,19195872000656;0,362185373824889
"Chromis analis";0,401936320050162;0;0,227242787823417;0,692063028809323;0,30424737289683;0,474187492816692
"Chromis atrilobata";0,545673631431248;0,371866225589695;0,32455280833677;0,595415844991567;0,19195872000656;0,330693781123762
"Chromis atripectoralis";0,64093131348297;0,408338625400148;0,425843404008708;0,721563534575442;0,19195872000656;0,497507511611753
"Chromis atripes";0,558449410268349;0;0,2883134487135;0,580049036531311;0,19195872000656;0,224520970838368
"Chromis caudalis";0,283338581785744;0;0,0985809614167076;0,579491920299553;0,19195872000656;0,260569703555542
"Chromis chrysura";0,514280143075877;0,0929665563974237;0,287832053078275;0,59590692178375;0,19195872000656;0,40334941024139
"Chromis cinerascens";0,386806317536675;0;0,244281221127835;0,582925340040845;0;0,260569703555542
"Chromis crusma";0,235465950031266;0,185933112794847;0;0,669546854675261;0,19195872000656;0,260569703555542
"Chromis cyanea";0,823731564167189;0,420539977705015;0,420667240102106;0,761702532994183;0,19195872000656;0,672397252577188
"Chromis elerae";0,308189994102401;0;0,169926978580411;0,548367273179822;0,19195872000656;0,0868565678518474
"Chromis flavaxilla";0,275156889809176;0;0,222976284803669;0,547382762685694;0,19195872000656;0,243837213271914
"Chromis flavomaculata";0,38057491435433;0,0929665563974237;0,143182445101782;0,657093616539525;0,19195872000656;0,243837213271914
"Chromis fumea";0,397291022737137;0,240315062108519;0,207662817675479;0,645452174032177;0,19195872000656;0,477003511093737
"Chromis hypsilepis";0,638889560806463;0,147348505711095;0,185517333303052;0,606690600588529;0,19195872000656;0,485090674393911
"Chromis insolata";0,626899226030747;0,147348505711095;0,269195851073875;0,665607455364112;0,19195872000656;0,426195675959063
"Chromis iomelas";0,658651411151845;0;0,284973530795872;0,691223248857544;0,19195872000656;0,311377538690216
"Chromis lepidolepis";0,546996249378602;0;0,248853605659818;0,562513429155757;0,19195872000656;0,275328805973042
"Chromis lineata";0,319016012395898;0;0,047677042998408;0,645689669231935;0,19195872000656;0,201674705120695
"Chromis margaritifer";0,784293581603331;0,29469701142219;0,478738095174926;0,706965280958001;0,19195872000656;0,45581697215299
"Chromis multilineata";0,781936907045797;0,431723318368217;0,478935941903065;0,695585587443563;0,19195872000656;0,639813465220213
"Chromis nitida";0,50545945527516;0,333281618505943;0,324938687045946;0,692308535280988;0,19195872000656;0,355022993612965
"Chromis notata";0,491552331547493;0,344017137751831;0,358841453661654;0,723278316929452;0,30424737289683;0,339339108107216
"Chromis opercularis";0,382596840623183;0,0929665563974237;0,258474522332718;0,551984331224804;0,19195872000656;0,173713135703695
"Chromis ovalis";0,609760222851782;0,0929665563974237;0,502986408982115;0,639800634584466;0,19195872000656;0,339339108107216
"Chromis pamae";0,161597729398367;0;0,186592985080442;0,55186789390031;0;0
"Chromis pelloura";0,0335494294066985;0,147348505711095;0,0621976616934807;0,602903077682394;0,19195872000656;0,0868565678518474
"Chromis pembae";0,211884677785222;0;0,144418498122392;0,551439364981861;0,19195872000656;0,173713135703695
"Chromis randalli";0,136907012494452;0;0,196276860639237;0,610710082939278;0,19195872000656;0
"Chromis scotochiloptera";0,291610373862301;0;0,109874704691889;0,551829040252992;0,19195872000656;0,137664402986521
"Chromis ternatensis";0,636453198671355;0,147348505711095;0,336210297434874;0,560435546292858;0,19195872000656;0,449041941676737
"Chromis viridis";0,636151622258849;0,569818335270586;0,576827785369731;0,847591718573299;0,19195872000656;0,771250125016121
"Chromis weberi";0,58391875141518;0,185933112794847;0,356797310063133;0,575861471599271;0,19195872000656;0,243837213271914
"Chromis xanthochira";0,352427995906223;0;0,290826172236049;0,56091768064952;0,19195872000656;0,137664402986521
"Chromis xanthura";0,690053886451583;0,147348505711095;0,379740072285103;0,659649225130172;0,19195872000656;0,288531272972542
"Chrysiptera biocellata";0,546053175350091;0,147348505711095;0,333361777481772;0,552640666054781;0,19195872000656;0,275328805973042
"Chrysiptera brownriggii";0,654792654530698;0;0,369818264782848;0,67380060028642;0,19195872000656;0,387330924964844
"Chrysiptera cyanea";0,514364816196359;0,464832781987119;0,423916406954192;0,811280337366828;0,30424737289683;0,565244706732307
"Chrysiptera flavipinnis";0,370177716863837;0,0929665563974237;0,0621976616934807;0,607075233610909;0,19195872000656;0,0868565678518474
"Chrysiptera galba";0,255743800371945;0;0,389257463954215;0,641611934165328;0,19195872000656;0
"Chrysiptera glauca";0,531690255043637;0,185933112794847;0,426978669211404;0,563015472124103;0,19195872000656;0,355022993612965
"Chrysiptera hemicyanea";0,313738384929215;0,147348505711095;0,226449939390299;0,759060744241819;0,19195872000656;0,465338579208912
"Chrysiptera notialis";0,505551319319655;0;0,186592985080442;0,558510084174595;0,19195872000656;0
"Chrysiptera rex";0,558167497401215;0,0929665563974237;0,380192503998878;0,670158861269452;0,19195872000656;0,381501616258435
"Chrysiptera rollandi";0,616747918496755;0,260990119689053;0,317681808214175;0,68312618786797;0,19195872000656;0,43030448798449
"Chrysiptera taupou";0,659495451660978;0;0,322598338899041;0,688416420668582;0,19195872000656;0,471306732848871
"Cirrhilabrus beauperryi";0,163783054347675;0;0,132043267232278;0,619155511778;0,19195872000656;0,137664402986521
"Cirrhilabrus cyanopleura";0,477629555133859;0,0929665563974237;0,286253787704066;0,66387120317794;0,19195872000656;0,392901065968302
"Cirrhilabrus exquisitus";0,519408423110659;0;0,338595679524795;0,657351393080328;0,19195872000656;0,421947555926283
"Cirrhilabrus punctatus";0,52267087425154;0,147348505711095;0,333504216049906;0,6817893654137;0,19195872000656;0,201674705120695
"Cirrhilabrus randalli";0,134097246574702;0;0;0,591318585803792;0,19195872000656;0
"Cirrhilabrus scottorum";0,429094384398926;0;0,309058070879179;0,642281189350896;0,19195872000656;0,275328805973042
"Cirrhilabrus solorensis";0,308189994102401;0,215861659184109;0;0,680057981728561;0,19195872000656;0,441879561464813
"Cirrhilabrus temminckii";0,407759572410885;0,147348505711095;0,200413085572808;0,602125378089109;0,19195872000656;0,387330924964844
"Cirrhitichthys aprinus";0,514110597734125;0;0,266951688708233;0,639519754624725;0;0,630351799586007
"Cirrhitichthys falco";0,579328623358174;0,333281618505943;0,298566580371704;0,666106538457113;0,30424737289683;0,636738279240216
"Cirrhitichthys oxycephalus";0,623187745944896;0,215861659184109;0,426135667389265;0,674596329797072;0,30424737289683;0,687805282077841
"Cirrhitops fasciatus";0,589553874765063;0;0,186592985080442;0,531176720062351;0;0,37538784082439
"Cirrhitops hubbardi";0,350904450918696;0,0929665563974237;0,047677042998408;0,507962139691701;0;0
"Cirrhitus pinnulatus";0,575741508952439;0,185933112794847;0,368624774653366;0,576972397570779;0;0,542673540004837
"Cirrhitus rivulatus";0,507912804838631;0,0929665563974237;0,201475674871277;0,665910583834605;0;0,477003511093737
"Clepticus parrae";0,764471322940521;0,240315062108519;0,340381649437024;0,674100927474681;0,19195872000656;0,695341071853474
"Coradion altivelis";0,405003502151652;0,147348505711095;0,187083410584149;0,687448245898857;0;0,362185373824889
"Coradion chrysozonus";0,53262368850048;0,0929665563974237;0,28921081094056;0,628492497373055;0;0,477003511093737
"Coris aurilineata";0,211884677785222;0;0,092278526683482;0,591227903211016;0,19195872000656;0
"Coris aygula";0,704914163314731;0,185933112794847;0,325266437193881;0,735840119059926;0,19195872000656;0,592377336810757
"Coris batuensis";0,5468082911977;0,147348505711095;0,295278055605614;0,691701839380172;0,19195872000656;0,40826406131224
"Coris bulbifrons";0,483977344004042;0,215861659184109;0,159898130722688;0,597901073589649;0,19195872000656;0,311377538690216
"Coris caudimacula";0,436990884112304;0,0929665563974237;0,328960565332204;0,613723887729917;0,19195872000656;0,339339108107216
"Coris centralis";0,413500547296546;0;0;0,583482236033789;0,19195872000656;0
"Coris cuvieri";0,325513155664531;0,0929665563974237;0,250061378028924;0,678263926116094;0,19195872000656;0,260569703555542
"Coris debueni";0,209074911865471;0;0,159020556973025;0,628356042284096;0,19195872000656;0,173713135703695
"Coris dorsomacula";0,457574505913953;0,147348505711095;0,222131296796605;0,633929412773931;0,19195872000656;0,288531272972542
"Coris formosa";0,355779483109332;0,147348505711095;0,26806819399245;0,701403340492099;0,19195872000656;0,468358184110282
"Coris gaimard";0,68906526142291;0,215861659184109;0,378780739962303;0,778795076275591;0,19195872000656;0,725525664025318
"Coris hewetti";0,241958092495206;0,0929665563974237;0,232660160362464;0,589923315714444;0,19195872000656;0
"Coris picta";0,525609193888738;0,0929665563974237;0,198002020284647;0,666577940453019;0,30424737289683;0,434282839259237
"Coris pictoides";0,2854665829892;0;0,178635588045965;0,612631490641273;0,19195872000656;0,201674705120695
"Coris roseoviridis";0,230910754623953;0;0,206616159815873;0,600003470814596;0,19195872000656;0
"Coris sandeyeri";0,467022282932891;0,0929665563974237;0,0985809614167076;0,636978539226402;0,19195872000656;0,260569703555542
"Coris venusta";0,68227474347803;0;0,159020556973025;0,627821422902148;0,19195872000656;0,362185373824889
"Crenimugil crenilabis";0,467936216361579;0,29469701142219;0,424169676127771;0,632781354389726;0;0,438138760099518
"Ctenochaetus binotatus";0,653162857574988;0,185933112794847;0,31048201125389;0,728542235434257;0;0,368960404301142
"Ctenochaetus cyanocheilus";0,727788062775837;0;0,090242594970004;0,687624680655905;0;0,311377538690216
"Ctenochaetus flavicauda";0,551652071561687;0;0,253902137800735;0,6729664322532;0;0,300474357112997
"Ctenochaetus hawaiiensis";0,569620775846566;0,147348505711095;0,122359391673483;0,741800676277493;0;0,471306732848871
"Ctenochaetus marginatus";0,642495997070076;0,0929665563974237;0,308140065034695;0,659381555325518;0;0,137664402986521
"Ctenochaetus striatus";0,892894169825985;0,577271496512916;0,575731268225795;0,742685108607341;0;0,614667914080258
"Ctenochaetus tominiensis";0,269608498982362;0,147348505711095;0,263319480337742;0,763471847944881;0;0,417550348975609
"Ctenochaetus truncatus";0,373028626105332;0;0,256711164092281;0,708452315870164;0;0,40334941024139
"Cyprinocirrhites polyactis";0,400733082883873;0,0929665563974237;0,152330800572004;0,555873627556063;0;0,368960404301142
"Dascyllus albisella";0,621660469344591;0,535012073530709;0,337194475118318;0,734651397532845;0,19195872000656;0,55521475196213
"Dascyllus aruanus";0,681374822265046;0,64432678356827;0,516170467016305;0,74415359393284;0,730854977448854;0,681975973371432
"Dascyllus carneus";0,408212166819675;0,260990119689053;0,450804143460035;0,69524141204082;0,19195872000656;0,40826406131224
"Dascyllus flavicaudus";0,46315150933342;0,371866225589695;0,365923539837279;0,686479436341634;0,19195872000656;0,275328805973042
"Dascyllus reticulatus";0,704096901638367;0,387663567819614;0,465000478249528;0,723449840434972;0,19195872000656;0,775949708539274
"Dascyllus strasburgi";0,1700859966559;0;0,340709755564675;0,644384775645594;0,19195872000656;0
"Dascyllus trimaculatus";0,689970454202254;0,524689874765641;0,513592268353908;0,748124753787604;0,30424737289683;0,686242173995789
"Dendrochirus zebra";0,547869094853829;0,363210164895204;0,362487253091518;0,8512821790107;0,445714345041849;0,694852542814779
"Dermatolepis dermatolepis";0,455260622906747;0,147348505711095;0,222131296796605;0,582568732373098;0;0,37538784082439
"Diagramma labiosum";0,413285283731191;0,308828215581532;0,263394552650266;0,558687234692003;0;0,37538784082439
"Diploprion bifasciatum";0,513770707726608;0,240315062108519;0,351832276053016;0,687002224769545;0,30424737289683;0,465338579208912
"Diproctacanthus xanthurus";0,385421280612806;0,185933112794847;0,245234461889014;0,652340499994233;0,19195872000656;0,288531272972542
"Dischistodus chrysopoecilus";0,334803833388968;0;0,21087891948987;0,540909997877669;0,19195872000656;0,260569703555542
"Dischistodus melanotus";0,510837691675457;0,0929665563974237;0,268554531748223;0,553291166720207;0,19195872000656;0,398234106542063
"Dischistodus perspicillatus";0,480213541121244;0,321611444677075;0,340381649437024;0,668921841007351;0,19195872000656;0,449041941676737
"Dischistodus prosopotaenia";0,506919999400477;0,215861659184109;0,339154245882919;0,657415695588832;0,19195872000656;0,459071896446914
"Dischistodus pseudochrysopoecilus";0,391650555618359;0,147348505711095;0,250911761988711;0,557366051605828;0,19195872000656;0,445511918392609
"Epibulus brevis";0,314277886825098;0,147348505711095;0,290629496903271;0,61720934850566;0,19195872000656;0,321407493460393
"Epibulus insidiator";0,727776294304314;0,484304940115492;0,413606134327521;0,731803559929346;0,38391744001312;0,626188375426481
"Epinephelus adscensionis";0,576649501123766;0,379997344753473;0,245249422457734;0,638753579502653;0;0,58317632137913
"Epinephelus bilobatus";0,265463551036895;0,0929665563974237;0,255949258538678;0,624139389708468;0;0,0868565678518474
"Epinephelus coeruleopunctatus";0,451543078143152;0,240315062108519;0,3420509904265;0,642269896882236;0;0,330693781123762
"Epinephelus coioides";0,527048954697168;0,952714531135263;0,827857191392402;0,745700439476476;0,38391744001312;0,412993208959563
"Epinephelus corallicola";0,395781650723198;0,240315062108519;0,401103016915998;0,709878358677046;0,49620609290339;0,362185373824889
"Epinephelus cyanopodus";0,376414020377156;0,371866225589695;0,374119471131878;0,686934779808711;0;0,275328805973042
"Epinephelus daemelii";0,393218262854376;0,308828215581532;0,286792029082282;0,685566410798386;0;0,34742627140739
"Epinephelus fasciatus";0,696496787369799;0,521980239378107;0,604009547484973;0,724087650654066;0;0,683056217472723
"Epinephelus fuscoguttatus";0,468195928145145;0,81266408358748;0,967786070814207;0,7386590293785;0;0,490205978093237
"Epinephelus hexagonatus";0,5355159156642;0,185933112794847;0,417538136341735;0,5696743137454;0;0,321407493460393
"Epinephelus howlandi";0,373652085502134;0,185933112794847;0,224762254715898;0,564599249205878;0;0,0868565678518474
"Epinephelus irroratus";0,1680255551985;0;0,332900827308941;0,62701905401469;0;0
"Epinephelus labriformis";0,645659682082994;0,29469701142219;0,366859262837488;0,719497707513002;0;0,452475239722786
"Epinephelus lanceolatus";0,404770628206181;0,769402786275022;0,982968656358897;0,919366215768774;0,445714345041849;0,614667914080258
"Epinephelus macrospilos";0,419563829563901;0;0,26806819399245;0,559286358833488;0;0,387330924964844
"Epinephelus maculatus";0,498826998614131;0,371866225589695;0,407188692010981;0,678153349696143;0,445714345041849;0,465338579208912
"Epinephelus malabaricus";0,515794210023638;0,678155771249651;0,486913468486062;0,788539694333801;0,445714345041849;0,517161055836337
"Epinephelus marginatus";0,709190210422885;0,750376060938303;0,542537845114963;0,932865643208809;0,60849474579366;0,781464130061308
"Epinephelus merra";0,66974679914176;0,597427704742789;0,552072902549613;0,730384417348871;0,445714345041849;0,593481375139511
"Epinephelus morio";0,715276712545595;0,668413230340701;0,289045812826426;0,727787967074085;0;0,798196620344936
"Epinephelus multinotatus";0,568753984312247;0,278899669192271;0,31034689846008;0,559845794662573;0;0,288531272972542
"Epinephelus ongus";0,454674334718658;0,431723318368217;0,396096890053778;0,70496473655591;0;0,441879561464813
"Epinephelus polyphekadion";0,529725460050209;0,507544557471922;0,47259313800103;0,706398583812107;0;0,479757633820149
"Epinephelus quoyanus";0,523840290029144;0,353956676086477;0,407728150967678;0,63306365853538;0;0,471306732848871
"Epinephelus rivulatus";0,476674406270917;0,344017137751831;0,302702805305275;0,633853433348861;0;0,201674705120695
"Epinephelus spilotoceps";0,443048635746844;0;0,350289030421362;0,690671595375548;0;0,45581697215299
"Epinephelus tauvina";0,528914642649158;0,577271496512916;0,410543977945429;0,704911976319441;0,49620609290339;0,55669769873366
"Epinephelus tukula";0,374271972046105;0,387663567819614;0,408069824588213;0,71778349401163;0;0,585540684725341
"Equetus punctatus";0,521567894059451;0,0929665563974237;0,236368918678224;0,662385031124587;0;0,723205087711862
"Fistularia commersonii";0,676721635768805;0,600511113869346;0,554851769987753;0,844342611941715;0,7103316717558;0,811227315501626
"Fistularia tabacaria";0,520293417980152;0,147348505711095;0,20587053229897;0,766761499462795;0,445714345041849;0,717617201535294
"Forcipiger flavissimus";0,709287994292299;0,308828215581532;0,448434089823531;0,771553098922926;0,68816481290995;0,684127228605549
"Forcipiger longirostris";0,591562503266598;0,185933112794847;0,251210168299316;0,767022746021014;0,445714345041849;0,640570612778835
"Genicanthus caudovittatus";0,293583131991266;0,0929665563974237;0,174610911695667;0,709766190353983;0;0,445511918392609
"Genicanthus lamarck";0,381156474389;0,147348505711095;0,344290497385462;0,718156794790903;0;0,485090674393911
"Genicanthus melanospilos";0,344586164273132;0,0929665563974237;0,332046215095553;0,70871698466862;0;0,492687396599486
"Genicanthus semicinctus";0,139645637401515;0;0;0,51725478549668;0;0,173713135703695
"Genicanthus watanabei";0,314277886825098;0;0,276726123958965;0,674581806906966;0;0,37538784082439
"Girella cyanea";0,414995515497195;0,215861659184109;0,197161922833415;0,665640286608721;0;0,321407493460393
"Girella freminvillii";0,308757816434601;0;0;0,470650230223741;0;0,224520970838368
"Gnathodentex aureolineatus";0,635766577691967;0,215861659184109;0,386004808714896;0,694298979002252;0;0,550657611946084
"Gomphosus caeruleus";0,471767900532083;0,147348505711095;0,310573954264109;0,720702437870689;0,19195872000656;0,581977197015935
"Gomphosus varius";0,819248375083075;0,45162976416114;0,555121846854949;0,779539536402524;0,19195872000656;0,627032200431443
"Gracila albomarginata";0,52492045498387;0,0929665563974237;0,197549244501211;0,674385465281647;0;0,275328805973042
"Grammistes sexlineatus";0,537788910405604;0,371866225589695;0,404229347220101;0,71299851104382;0;0,535898509528584
"Gymnocranius euanus";0,389524297361914;0,185933112794847;0,218944634983773;0,612699188003183;0;0,201674705120695
"Gymnocranius microdon";0,248082552930866;0;0,356720958888285;0,488910577391496;0;0,0868565678518474
"Haemulon album";0,507732971204704;0,185933112794847;0,255484146520695;0,676012893415039;0;0,459071896446914
"Haemulon aurolineatum";0,815856161441232;0,510558670606299;0,423389132158244;0,591792834555995;0;0,628702992380323
"Haemulon carbonarium";0,64878232919567;0,147348505711095;0,310573954264109;0,646844504863091;0;0,56245998013721
"Haemulon chrysargyreum";0,668369593943856;0,185933112794847;0,33346447614422;0,710614388720854;0;0,671220647315448
"Haemulon flaviguttatum";0,429094384398926;0,260990119689053;0,292885833245484;0,578093860206353;0;0,201674705120695
"Haemulon flavolineatum";0,875592165728395;0,612181287698214;0,430629638413344;0,765163596431561;0,445714345041849;0,763852778413002
"Haemulon macrostomum";0,600472373468458;0;0,322793299240987;0,55435013279751;0;0,580766486730703
"Haemulon maculicauda";0,482168818601252;0,240315062108519;0,296280818875448;0,575073665604327;0;0,426195675959063
"Haemulon parra";0,624663232159097;0,260990119689053;0,334700142527922;0,585078609474776;0;0,614667914080258
"Haemulon plumierii";0,938278661579969;0,464832781987119;0,524696539148858;0,840757578064847;0;0,474187492816692
"Haemulon sciurus";0,848899417393548;0,480630124217038;0,40671615831987;0,671200599045579;0;0,71555956023217
"Haemulon scudderii";0,433829850239316;0;0,327670820839678;0,673114766839318;0;0,0868565678518474
"Haemulon sexfasciatum";0,450325963688861;0,185933112794847;0,283415880359986;0,562848506861155;0;0,40826406131224
"Haemulon steindachneri";0,463828843455738;0,353956676086477;0,385531525308738;0,578391839249577;0;0,34742627140739
"Halichoeres adustus";0,1700859966559;0;0,231429321965368;0,656156161251516;0,19195872000656;0,137664402986521
"Halichoeres argus";0,431305771245937;0,147348505711095;0,255484146520695;0,594532189854094;0,19195872000656;0,392901065968302
"Halichoeres biocellatus";0,611049011730637;0;0,282460458279578;0,654598360173641;0,19195872000656;0,381501616258435
"Halichoeres bivittatus";0,945097861032941;0,507544557471922;0,53290655866132;0,714915059804906;0,19195872000656;0,743355049386676
"Halichoeres brasiliensis";0,185292733024768;0,185933112794847;0,231429321965368;0,619925843554212;0,19195872000656;0,224520970838368
"Halichoeres brownfieldi";0,465304215323072;0;0,092278526683482;0,619402901299057;0,19195872000656;0,0868565678518474
"Halichoeres chierchiae";0,492902525531492;0;0,20964660981501;0,594293284975627;0,19195872000656;0,300474357112997
"Halichoeres chloropterus";0,454967876027408;0;0,309416618618091;0,690549087658062;0,19195872000656;0,392901065968302
"Halichoeres chrysus";0,455406699776877;0,185933112794847;0,310573954264109;0,759026395101078;0,19195872000656;0,541013813227911
"Halichoeres cosmetus";0,386806317536675;0;0,269195851073875;0,708104053217376;0,19195872000656;0,368960404301142
"Halichoeres cyanocephalus";0,431305771245937;0,185933112794847;0,285676560093969;0,589854004729304;0,19195872000656;0,321407493460393
"Halichoeres dimidiatus";0,122065980092003;0,147348505711095;0,285676560093969;0,65923839676561;0,19195872000656;0,387330924964844
"Halichoeres discolor";0,268792118459032;0,0929665563974237;0,190089717835035;0,611659936124284;0,19195872000656;0
"Halichoeres dispilus";0,561994465877414;0,215861659184109;0,259620371454266;0,605896654047692;0,19195872000656;0,300474357112997
"Halichoeres erdmanni";0,265463551036895;0,147348505711095;0;0,5749320891566;0;0,0868565678518474
"Halichoeres garnoti";0,94428033258689;0,379997344753473;0,382510427826949;0,685921794504371;0,19195872000656;0,786510753276751
"Halichoeres hartzfeldii";0,408887527427028;0,185933112794847;0,327422111267454;0,626698421176956;0,19195872000656;0,330693781123762
"Halichoeres hortulanus";0,776119367515637;0,215861659184109;0,512837318766802;0,691667347230434;0,19195872000656;0,658803810097605
"Halichoeres iridis";0,31210354414961;0,0929665563974237;0,250911761988711;0,702893167064269;0,19195872000656;0,37538784082439
"Halichoeres leucurus";0,335248063606307;0;0,154476188376963;0,661842533716493;0,19195872000656;0,224520970838368
"Halichoeres maculipinna";0,890313859759241;0,185933112794847;0,354782438562583;0,722119379671971;0,445714345041849;0,70518335616816
"Halichoeres margaritaceus";0,624388107197148;0,240315062108519;0,404306773922901;0,598416942376095;0,19195872000656;0,300474357112997
"Halichoeres marginatus";0,611532685063646;0,215861659184109;0,348151897701707;0,640370772026984;0,19195872000656;0,368960404301142
"Halichoeres melanochir";0,481826327847924;0,0929665563974237;0,240572462812076;0,628233014780189;0,19195872000656;0,311377538690216
"Halichoeres melanurus";0,601309135000298;0,353956676086477;0,351366322199554;0,690373720109474;0,19195872000656;0,537626916789394
"Halichoeres miniatus";0,400248015228453;0,185933112794847;0,231429321965368;0,593593821175114;0,19195872000656;0,201674705120695
"Halichoeres nebulosus";0,55726040692087;0;0,296280818875448;0,672698669951406;0,19195872000656;0,40334941024139
"Halichoeres nicholsi";0,507010631920142;0;0,272669505660505;0,587122356264089;0,19195872000656;0,339339108107216
"Halichoeres nigrescens";0,499022251204858;0,215861659184109;0,311758619638233;0,605747987987411;0,19195872000656;0,471306732848871
"Halichoeres notospilus";0,503699049644604;0;0,229644107166373;0,588618560615073;0,19195872000656;0,0868565678518474
"Halichoeres ornatissimus";0,765920271751349;0,0929665563974237;0,444825017444565;0,646748961571497;0,19195872000656;0,537626916789394
"Halichoeres pictus";0,444026081306405;0,260990119689053;0,260199681978127;0,64842918100666;0,19195872000656;0,519166019244956
"Halichoeres poeyi";0,658383497935277;0,308828215581532;0,301987183081469;0,690502364053598;0,19195872000656;0,632785032150609
"Halichoeres prosopeion";0,521647052428072;0;0,231429321965368;0,680541557340626;0,19195872000656;0,381501616258435
"Halichoeres radiatus";0,732147273737557;0,308828215581532;0,364360818056687;0,671382905578737;0,19195872000656;0,781953613260705
"Halichoeres richmondi";0,291610373862301;0,0929665563974237;0,187083410584149;0,676566275184715;0,19195872000656;0,311377538690216
"Halichoeres salmofasciatus";0,0335494294066985;0;0,190089717835035;0,607275904127541;0,19195872000656;0
"Halichoeres scapularis";0,504721720747076;0,0929665563974237;0,345613542053467;0,697090631106076;0,19195872000656;0,45581697215299
