"SurveyID","nb_species","aesthe_survey","aesthe_SR_survey","mean_AE","var_AE","ske_AE","kur_AE"
"10000073",27,1951.84715774092,2323.60649590586,-0.00645719696911465,0.000192711866977238,0.0375191998567548,2.51329639631972
"10000074",23,1852.92692824961,2248.68783741607,-0.0087991068408365,0.000151485818518978,0.595809215179006,3.22554184372895
"10000075",25,1954.03845036043,2287.34065519221,-0.00656215106720796,0.000124620846016413,0.0571807567187209,2.67213814147949
"10000076",29,2284.70077742922,2357.79423966008,-0.00116635084440439,0.000133159953178475,0.237805271075618,2.46180285228542
"1003253",7,1559.8151853441,1763.32076508842,-0.0175187837596654,6.30357463955971e-05,-0.370753805346831,1.95145738038667
"1003254",13,1663.62695009119,2001.16379457045,-0.014209906153133,0.000144499126790104,-0.0232884659404147,2.0318261435934
"1003255",11,1640.36749544789,1933.98659929558,-0.0149693789703676,0.000123086624593651,0.0423705367271811,2.34449690979026
"1003256",9,1599.30197343925,1856.26587460569,-0.0165555120061257,7.10643593199335e-05,-0.336741566039698,2.84903215085796
"1003257",14,1634.03090222011,2031.70713799962,-0.0155590347187608,0.000104925495956381,0.246385889744138,2.86392469150353
"1003258",14,1652.11556309622,2031.70713799962,-0.0147728405877722,0.000113997001093462,0.117880634069643,2.52703405034117
"1003259",6,1522.38740446081,1708.62817714657,-0.0192351749124294,0.000130635394296087,0.209640708708388,1.6242431474214
"1003260",1,1150.67276488192,1184.66451052022,-0.0291128367552694,NA,NA,NA
"1003261",1,1150.67276488192,1184.66451052022,-0.0291128367552694,NA,NA,NA
"1003262",1,1150.67276488192,1184.66451052022,-0.0291128367552694,NA,NA,NA
"1003263",15,1593.82620679338,2060.56118614118,-0.0171227214233324,0.000135828699656365,0.293378138928807,2.17074894121248
"1003264",8,1655.03112680806,1812.11073017574,-0.0113340623413785,8.53843338300707e-05,0.606674038400217,2.86094189394142
"1003265",14,1628.7471848617,2031.70713799962,-0.0157903766626996,0.00012566395162168,0.467868512299247,2.43061311614633
"1003266",15,1656.95688222986,2060.56118614118,-0.0145330433093391,0.000135713454067364,0.0540773649256821,2.11406905679053
"1003267",17,1684.78242192917,2113.95669457394,-0.0133485278328591,0.000170054589198485,0.00243148622433938,1.81970720984831
"1003268",12,1632.78388073325,1968.69006049611,-0.0155901597803049,0.000142716342527195,0.0770379824365285,2.19925100439556
"1003269",16,1674.21679900608,2087.92318348224,-0.0138015254112765,0.000122147920540274,0.0161701404237333,2.26239705968525
"1003270",10,1633.2476523296,1896.67490607898,-0.0149531846299688,0.000164689115728865,0.452462681563653,2.32443096805081
"1003271",15,1582.61238885653,2060.56118614118,-0.0175934315886467,0.000110012350803569,0.678837010766592,2.91799138795035
"1003272",10,1674.62376777482,1896.67490607898,-0.0124513779821632,0.000100028576512376,-0.0577712683106715,2.46231372107706
"1003273",6,1575.89362503288,1708.62817714657,-0.0134780534355773,0.000132315879420836,0.280725667797025,2.5154558414335
"1003274",6,1603.32514092396,1708.62817714657,-0.0106018545231537,7.34160512793882e-05,1.0154693650754,2.7545283129378
"1003275",5,1580.49112338288,1646.12614877363,-0.00813782051807719,8.29302302017858e-05,0.322626706411399,1.84546323646501
"1003276",7,1596.2473738543,1763.32076508842,-0.0142204780659046,0.000126562425284075,0.347425522583327,2.40670455949156
"1003277",3,1387.60699582282,1482.92019466158,-0.0221441901637664,8.78034859368271e-05,-0.655723930084206,1.5
"1003278",39,2599.42314243449,2504.98447234734,0.000948897852890198,0.000154010963303822,-0.689809252494356,2.9678655611036
"1003280",35,2516.49181799662,2450.1860183293,0.000762909953239849,0.000142138787464517,-0.605552835212966,2.99962626898122
"1003281",28,2351.62397354974,2340.94327947849,0.000162577965466184,0.000171291037031863,-0.852385962747016,3.07327085294284
"1003282",29,2464.4883646079,2357.79423966008,0.00152612717865038,0.000157477777040919,-0.14376521458905,3.99949091250633
"1003283",32,2432.3547803607,2405.71569249515,0.000355238355544931,0.000126069744369983,-0.662827073648867,3.43809273279346
"1003284",35,2532.97864671476,2450.1860183293,0.000949485526379956,0.000114130121864654,-0.288163166943154,2.86576233995985
"1003285",35,2530.87691459948,2450.1860183293,0.000925768620662976,0.000163873907249727,-0.589250818448036,2.46222393972627
"1003286",42,2557.54060457246,2543.21752514954,0.000133716043070373,0.000209139514592468,-0.245141453974768,2.56035634413914
"1003287",35,2400.7629484452,2450.1860183293,-0.000582210442904968,0.000138343776738825,-0.787853828629623,3.44604741019152
"1003288",47,2784.98042378518,2602.36394728806,0.0014429915266315,0.000140303030658302,-0.721804293626786,3.22127945874984
"1003289",33,2413.63770571857,2420.89448855093,-9.09716458134798e-05,0.000178040301398487,-0.820644837035378,3.69409755332075
"1003290",8,1667.45946380247,1812.11073017574,-0.0103988907717222,0.00011378398280285,-0.441372164902667,2.55547564566215
"1003291",34,2561.13719572092,2435.71163614839,0.00147683558998394,0.000111917397138959,-0.42798903428971,3.16306753831333
"1003292",33,2533.97804565574,2420.89448855093,0.0013834340215154,0.00015942195940727,0.133184009205873,3.04544076224895
"1003629",33,2569.58938349731,2420.89448855093,0.00180633387699889,8.45104913251085e-05,0.040674037980561,2.53707468148506
"1003630",21,2243.91064218312,2207.26116887512,0.000784176629556501,8.01661446389395e-05,0.371930311209796,3.09698800759967
"1003631",28,2364.61648982158,2340.94327947849,0.000359353178998403,8.95750302433617e-05,0.118714607701695,2.53120033034927
"1003632",19,2139.88571142237,2162.56636020013,-0.000554906548452367,0.000113590055220113,0.169636993485505,2.47623868556401
"1003633",34,2368.88365902195,2435.71163614839,-0.000818239783713611,0.000188167009344492,-0.0251023360372542,3.16164638640223
"1003634",33,2375.19892002716,2420.89448855093,-0.000595497045708299,0.00024425775492547,-0.266753742081314,3.01820681196923
"1003635",28,2447.20059263555,2340.94327947849,0.00158538560688788,0.000194328873175521,-0.0229164826582043,2.98140280417846
"1003636",38,2340.06429993657,2491.71993967651,-0.00165249482249498,0.000259885953704398,-0.244317791351691,2.55060256746372
"1003637",33,2415.25867162178,2420.89448855093,-7.06273779345831e-05,0.00019114292463889,-0.170044151798485,3.06654533393416
"1003638",28,2348.87319718083,2340.94327947849,0.000120777270423879,0.000114643139446607,-0.472096138106842,2.72851347422092
"1003639",31,2344.15793606863,2390.15469389133,-0.000626833581050894,0.000166753714707325,-0.716594545841113,2.82647308539997
"1003640",34,2437.06780045695,2435.71163614839,1.63714311697145e-05,0.00012616511753063,-0.402203156356196,2.81908741215425
"1003641",30,2340.80328626336,2374.18906024059,-0.000472059189042656,0.00015707534888195,0.388207466764508,3.34726376445643
"1003642",42,2499.51114830787,2543.21752514954,-0.000412734511847572,0.000109450293774039,-0.232059838794459,2.63628583366849
"1003643",37,2306.47154307044,2478.17471526668,-0.00194063246099778,0.000144281098982174,-0.782123565380234,3.78328393118583
"1003644",29,2232.23818748268,2357.79423966008,-0.00188695807331057,0.000142754433914455,-0.476903004011986,2.75549138836315
"1003645",28,2418.81128723172,2340.94327947849,0.00116865202981531,0.000188993458346385,-0.0800322520186801,3.22314389210758
"1003646",37,2396.50421975434,2478.17471526668,-0.000905707753273366,0.000167672151977044,0.229725764048347,3.03274756017773
"1003647",35,2290.96102130184,2450.1860183293,-0.00191978737235524,0.000144697675192585,-0.329117436731188,2.63585809508098
"1003648",35,2294.50371235196,2450.1860183293,-0.0018756392781892,0.000125279179145107,-0.411871339588902,2.72226862545508
"1003649",36,2363.75167225217,2464.33502634194,-0.00115755434621544,0.000150765125926962,-0.279222711169993,2.3476407390487
"1003650",37,2416.61061153113,2478.17471526668,-0.000679900069863725,0.000126413292441432,0.151180085553425,4.18260031483021
"1003651",36,2221.35619135307,2464.33502634194,-0.00296583138693903,0.000204705908740357,-0.22212968612813,1.94898536956349
"1003652",31,2463.04104872067,2390.15469389133,0.000968990187755164,9.80681261671042e-05,-0.296840902384615,3.1710125145674
"1003653",28,2354.30354670168,2340.94327947849,0.000203249671977287,0.000107580228948854,-0.029550277412362,2.29824594553322
"1003654",26,2558.94586740275,2305.75108410937,0.00400726653211002,8.94157845621628e-05,-0.0837895587058306,2.72229575330149
"1003655",23,2348.3300380793,2248.68783741607,0.00188511264010723,0.000121177124916537,-0.494824012126397,2.86854856891155
"1003656",20,2284.70853147766,2185.35845629437,0.00222292952767921,0.000149568617684405,-0.941366490063115,5.24788012639955
"1003657",20,2251.54287482032,2185.35845629437,0.00149179175212142,0.000148217807234656,-0.38763687839414,2.94087141711105
"1003659",23,2458.50749482836,2248.68783741607,0.00387859102931065,9.20549639165788e-05,-0.511976407755097,3.10807917904125
"1003660",25,2498.41922398817,2287.34065519221,0.00353073458672049,9.57870392812529e-05,-0.217313907448059,2.33404073220425
"1003661",30,2583.69920239004,2374.18906024059,0.00281887468468512,9.11511333977245e-05,-0.984910284161142,4.98702736546258
"1003662",29,2594.25524156462,2357.79423966008,0.00329561862698188,9.75474551334823e-05,-0.324431154019967,2.8920391310619
"1003663",28,2572.62780966433,2340.94327947849,0.00337049683994613,0.000102640843127742,-0.245774108613139,2.57884211838684
"1003664",28,2469.94837409552,2340.94327947849,0.00191583179339499,9.57709281556954e-05,-0.592535634935652,3.48031791751054
"1003665",31,2451.73225172032,2390.15469389133,0.000820539577828227,0.000112632317542823,-0.417637410617506,2.71299053084255
"1003666",36,2471.22942971928,2464.33502634194,7.76046311198883e-05,0.000149349287689511,-0.78332916181169,4.14154146157218
"1003667",39,2548.59281446504,2504.98447234734,0.00044253419316494,0.000154889690667196,-0.430069787413071,2.41328051181948
"1003668",29,2555.36773762609,2357.79423966008,0.00277481393607855,0.000156717492628549,-0.688335712226744,5.81496096429691
"1003669",35,2731.92288603869,2450.1860183293,0.00310976478838075,0.000133527408728914,-0.13866419837772,3.80929883773072
"1003670",36,2412.44322316614,2464.33502634194,-0.000591166261004608,0.00015758098170715,-0.403699200715282,2.84902366323487
"1003671",28,2525.40713342215,2340.94327947849,0.00270886898779192,9.13791111213995e-05,-0.148134554493263,3.53630952930298
"1003672",32,2379.26235170032,2405.71569249515,-0.000345529410695137,0.000162241135689387,-0.304771012623171,2.32202343532705
"1003673",35,2566.58484109583,2450.1860183293,0.00132606320193449,0.000171919748649498,0.120812758869711,2.74631896870372
"1003674",34,2465.04383976526,2435.71163614839,0.000352077216347863,0.000104807805219615,-0.374696001666639,3.01221110869011
"1003675",44,2567.87607010656,2567.51523707907,3.19381723714495e-06,0.000154764926840523,0.0141233435339556,3.28141731286504
"1003676",34,2508.91967784241,2435.71163614839,0.000870979011250168,0.00014985535278899,0.347844002823905,3.15089335196374
"1003677",37,2515.61435022753,2478.17471526668,0.000405263807567143,0.000154050791631211,-0.534821769361335,2.80988452560495
"1003678",36,2298.04441962733,2464.33502634194,-0.00194065266615846,0.000151701811022764,-0.500016252178121,2.49388917751471
"1003679",42,2600.64532284612,2543.21752514954,0.000531656994070743,0.000147169389791509,-0.0310572907178466,3.51712141155494
"1003680",43,2469.95236639491,2555.47878346624,-0.000791644913855083,0.000141958300014762,-0.488983016822577,2.68790075431008
"1003681",23,2459.84235153874,2248.68783741607,0.00390219132270794,0.000167499212390642,-0.0463742803699581,3.14219696196796
"1003682",34,2708.38651033587,2435.71163614839,0.00312100314897589,0.000166381997052886,-0.198789453814569,3.34441467057677
"1003683",34,2573.53848724014,2435.71163614839,0.00161890671577469,0.000155669716001677,-0.0752513848849318,3.59563651955809
"1003684",41,2616.75683716736,2530.72175773865,0.000815394165925198,0.000184786097309718,-0.111321462757909,2.90915509416619
"1003685",35,2633.70937054913,2450.1860183293,0.00206369462941912,0.000150895806335342,0.0227151151523338,3.2755217203301
"1003686",33,2685.55709691865,2420.89448855093,0.00314397260854118,9.70677906691337e-05,-0.350417041576513,3.19089996680008
"1003687",27,2451.9053672332,2323.60649590586,0.00199055260969524,8.50108422720972e-05,0.305808398163328,3.00695073683789
"1003688",38,2669.44695471947,2491.71993967651,0.00181310808002669,0.000119978397002354,-0.156045921522503,2.61349741765652
"1003689",31,2354.62396032077,2390.15469389133,-0.000483130701738737,0.000116370056357153,-0.049586299214271,2.83292033800901
"1003690",34,2544.40650557153,2435.71163614839,0.00128407222833633,0.000194096348726083,-0.763230725716722,3.34578005388586
"1003691",24,2369.30234801728,2268.33468283819,0.00181456672998394,6.1654727113087e-05,0.225774931771686,2.53562498382802
"1003692",29,2353.49558423624,2357.79423966008,-6.29252472458507e-05,0.000150268349897954,-0.372819212883888,2.77352738785575
"1003693",28,2193.27205852219,2340.94327947849,-0.00241331257761484,0.000133654814465987,-0.391505158464156,2.61140365329488
"1003694",30,2504.55563112695,2374.18906024059,0.00178184650590254,0.000158712255365325,-0.640616360422093,2.7805161972875
"1003695",31,2582.51426934081,2390.15469389133,0.00249694703445855,0.000105570177868226,-0.157395840337396,2.60833717927146
"1003696",28,2568.5430301636,2340.94327947849,0.00331374517095429,0.000153312450940688,-0.888847665766443,4.06276172316083
"1003697",29,2426.30947577572,2357.79423966008,0.00102302967444542,0.00018704261687078,-0.896697283038397,3.92536610313295
"1003698",34,2528.93356846857,2435.71163614839,0.00110466860478346,0.00010048046859271,-0.149890832108609,3.47883287687326
"1003699",31,2300.40549794101,2390.15469389133,-0.00123460253155714,0.000179801587935995,-0.24305263870727,2.2933140932853
"1003745",8,1555.2193063325,1812.11073017574,-0.0191094683029958,7.66588514589495e-05,-0.174942797390637,1.60758887943088
"1003746",12,1719.0115442953,1968.69006049611,-0.0113015779653172,8.51934090259006e-05,0.420546567009864,2.27088637798445
"1003747",7,1610.203008296,1763.32076508842,-0.0129769380672646,4.65391335756927e-05,-0.153247623016013,2.02678890796125
"1003748",14,1644.88365890905,2031.70713799962,-0.0150861954771588,0.000109443610997822,0.210653941333451,2.67745830427589
"1003749",13,1632.24842566319,2001.16379457045,-0.0156746493879896,0.000113302240363612,0.357717335439559,2.76057490121455
"1003750",9,1576.27803850556,1856.26587460569,-0.0181667199179382,8.44577522343598e-05,-0.164399609724341,2.18660339409547
"1003752",18,1668.29782620052,2138.79896507223,-0.0138022555185546,0.00011817768163873,0.221580830695957,2.53084467686262
"1003753",9,1624.51221922217,1856.26587460569,-0.0148176975082176,0.000166491790677851,0.0539382572840055,2.05088160955861
"1003754",8,1644.51914432814,1812.11073017574,-0.0121305358893887,0.000220733887231128,-0.352225839714111,1.60277977079698
"1003755",7,1544.87819161923,1763.32076508842,-0.018893394680266,0.000118535598332343,0.00941403696293606,1.74346509163212
"1003756",1,1150.67276488192,1184.66451052022,-0.0291128367552694,NA,NA,NA
"1003759",13,1714.39443232687,2001.16379457045,-0.0118976146945738,0.000113889553327838,-0.130818744077971,2.20106260820938
"1003760",10,1640.50834838406,1896.67490607898,-0.0145096141282162,0.000104736714129059,0.342151721755176,3.43584792325738
"1003761",11,1615.9415287469,1933.98659929558,-0.0163332446599458,0.000100437594445768,0.00331929403518958,2.28196282821653
"1003762",15,1689.7809688184,2060.56118614118,-0.0132252966581667,0.00015404886325125,-0.114506394984343,2.18607557969263
"1003763",19,1660.50749246251,2162.56636020013,-0.0139038090607255,0.000142303845449026,0.108613586561151,2.03823629468095
"1003764",11,1674.05533716266,1933.98659929558,-0.0131213126935627,0.000172443412605358,-0.18543185435408,1.70323755611887
"1003765",16,1651.59378274374,2087.92318348224,-0.0146518205740447,0.000149762948424361,-0.165902509620936,1.96424754647986
"1003766",18,1762.30976051701,2138.79896507223,-0.0107566182014752,0.00012548385938335,-0.252658401115509,2.37421603869542
"1003767",13,1704.78268323471,2001.16379457045,-0.0123300972700006,0.000155089239665483,0.0365839642880104,2.06793239015878
"1003768",10,1726.29097995115,1896.67490607898,-0.00941271388641857,0.00016255568585113,-0.371988262671307,2.15326896636074
"1003769",16,1703.00806198894,2087.92318348224,-0.0127358590101228,0.000153950840816112,-0.10049138454591,2.04803092397995
"1003770",19,1656.65561537282,2162.56636020013,-0.0140260402912503,0.00015802559534058,-0.0322128264265753,1.92167879633534
"1003771",12,1627.87928973119,1968.69006049611,-0.0158408549326193,0.000176431588161479,0.00704877607550046,1.69155405731985
"1003772",7,1616.65356014193,1763.32076508842,-0.0124057886439829,8.39592909188676e-05,0.858652864923692,2.86473086458477
"1003773",7,1610.91176393372,1763.32076508842,-0.0129140711319441,0.000110117049294599,0.140879451883163,2.88683253608986
"1003774",5,1570.12035788643,1646.12614877363,-0.00945449228346022,7.98915431762591e-05,0.811298838454541,2.3557806013967
"1003775",8,1588.02382636428,1812.11073017574,-0.0165002435502598,0.000121205067190475,0.79788282259889,2.81987430052618
"1003776",2,1279.14294090708,1364.97646362037,-0.0324734547356009,3.23796789744183e-07,0,1
"1003777",52,2442.17210291609,2656.6981055205,-0.00161915747291708,0.000194819711186065,-0.147135115349214,2.65412723815261
"1003778",55,2331.3458252082,2687.33120998132,-0.00258368868510756,0.000203620869500411,-0.258711201390749,2.87364003537714
"1003780",22,2301.32626332581,2228.3491786518,0.00146475273972329,0.000183601367031209,-0.772272473027187,2.92125695759214
"1003781",28,2412.2425624265,2340.94327947849,0.00107153141541365,0.000171744148378297,-0.191581214675689,3.47945012447792
"1003782",35,2741.58832982261,2450.1860183293,0.00321067106694092,0.000145717655402347,-0.103248813305736,3.50953198002627
"1003783",30,2602.70317597014,2374.18906024059,0.00306315523788844,9.94599206667467e-05,-0.0959973799650808,2.68400181419372
"1003784",46,2393.8729028374,2590.94954296761,-0.00171982416475828,0.000174947194123499,-0.408743765038598,2.31083817158297
"1003785",42,2495.59110687558,2543.21752514954,-0.000450104853517941,0.000140490357458535,-0.401188722936595,2.73912569973252
"1003786",43,2578.96652662051,2555.47878346624,0.000212770946903194,0.000185836760233356,-0.502525833698101,2.35702453798133
"1003787",32,2604.41244072265,2405.71569249515,0.00247998920792399,0.000159012343437094,-0.17625200882864,3.67018784046765
"1003788",5,1578.7823856886,1646.12614877363,-0.00835416618818089,8.85020964352623e-05,0.405815028207605,1.68921947160455
"1003793",49,2531.28689088782,2624.62502504328,-0.000738983924345381,0.000152901509441945,-0.477013852946551,2.64715018376332
"20003005",45,3186.43387128054,2579.33597919865,0.00469711976394055,0.000142897851552326,0.290579190824126,2.9461534262182
"20003006",51,3072.64764889739,2646.17454577679,0.00292989385990151,0.000144200746776667,0.33246314097736,3.17491385808522
"20003007",55,3373.87316682006,2687.33120998132,0.00413659647608156,0.000149502239341126,0.29734495826932,2.82970263756852
"20003008",49,3013.98362530378,2624.62502504328,0.00282295161374634,0.000168274797923282,0.143898849014908,2.8772122019643
"20003009",52,3506.59939398533,2656.6981055205,0.00533774415810062,0.000122832495916579,0.0565172666578736,3.49007068801734
"20003010",54,3069.45363885355,2677.2712016452,0.00253150945380825,0.000155506135065322,0.141073147383276,2.99168189767348
"20003011",48,2910.54347426911,2613.58673801098,0.00224200661654256,0.000150727084288961,0.29493108237724,3.10620336724591
"20003012",57,3324.46931507967,2707.02236739438,0.00360457514888155,0.00013360596317712,0.126865930875239,3.27255956449303
"20003013",55,3273.83703416461,2687.33120998132,0.00358934756468868,0.000138360208446975,0.0779380662311738,3.15645189588089
"20003014",76,2987.29021599954,2870.97236507783,0.00052257787700548,0.000151621178517239,0.405458181020522,3.10070633554781
"20003015",52,3291.03247083176,2656.6981055205,0.00411764035491959,0.000143295146147684,0.0535373101156359,2.9385006387807
"20003016",53,3360.76510014607,2667.061866114,0.00436209838879869,0.000125626061578655,0.56581623961465,3.37377426401393
"20003017",41,2808.85927766438,2530.72175773865,0.0025432660517712,0.000135157057704164,0.260312142928506,2.97658055594176
