ID,SPECIES_NAME,TAXONOMIC_NAME,Level,submitted_name,valid_name_FishBase,Genus_FishBase,Family_FishBase,Class_FishBase,AphiaID,rls_EM,Comment
1791,Ostorhinchus jenkinsi,Ostorhinchus jenkinsi,species,Ostorhinchus jenkinsi,Ostorhinchus jenkinsi,Ostorhinchus,Apogonidae,Actinopterygii,712664,1,
1792,Ostorhinchus luteus,Ostorhinchus luteus,species,Ostorhinchus luteus,Ostorhinchus luteus,Ostorhinchus,Apogonidae,Actinopterygii,398511,1,
1793,Ostorhinchus monospilus,Ostorhinchus monospilus,species,Ostorhinchus monospilus,Ostorhinchus monospilus,Ostorhinchus,Apogonidae,Actinopterygii,712674,1,
1794,Ostorhinchus nanus,Ostorhinchus nanus,species,Ostorhinchus nanus,Ostorhinchus nanus,Ostorhinchus,Apogonidae,Actinopterygii,712676,1,
1795,Ostorhinchus neotes,Ostorhinchus neotes,species,Ostorhinchus neotes,Ostorhinchus neotes,Ostorhinchus,Apogonidae,Actinopterygii,712677,1,
1796,Ostorhinchus nigrofasciatus,Ostorhinchus nigrofasciatus,species,Ostorhinchus nigrofasciatus,Ostorhinchus nigrofasciatus,Ostorhinchus,Apogonidae,Actinopterygii,712679,1,
1797,Ostorhinchus norfolcensis,Ostorhinchus norfolcensis,species,Ostorhinchus norfolcensis,Ostorhinchus norfolcensis,Ostorhinchus,Apogonidae,Actinopterygii,1019769,1,
1798,Ostorhinchus pallidofasciatus,Ostorhinchus pallidofasciatus,species,Ostorhinchus pallidofasciatus,Ostorhinchus pallidofasciatus,Ostorhinchus,Apogonidae,Actinopterygii,1011718,1,
1799,Ostorhinchus parvulus,Ostorhinchus parvulus,species,Ostorhinchus parvulus,Ostorhinchus parvulus,Ostorhinchus,Apogonidae,Actinopterygii,712682,1,
1800,Ostorhinchus properuptus,Ostorhinchus properuptus,species,Ostorhinchus properuptus,Ostorhinchus properuptus,Ostorhinchus,Apogonidae,Actinopterygii,712684,1,
1801,Ostorhinchus rubrimacula,Ostorhinchus rubrimacula,species,Ostorhinchus rubrimacula,Ostorhinchus rubrimacula,Ostorhinchus,Apogonidae,Actinopterygii,319884,1,
1802,Ostorhinchus rueppellii,Ostorhinchus rueppellii,species,Ostorhinchus rueppellii,Ostorhinchus rueppellii,Ostorhinchus,Apogonidae,Actinopterygii,712685,1,
1803,Ostorhinchus sealei,Ostorhinchus sealei,species,Ostorhinchus sealei,Ostorhinchus sealei,Ostorhinchus,Apogonidae,Actinopterygii,712687,1,
1804,Ostorhinchus spp.,Ostorhinchus spp.,genus,,,Ostorhinchus,Apogonidae,Actinopterygii,,,
1805,Ostorhinchus taeniophorus,Ostorhinchus taeniophorus,species,Ostorhinchus taeniophorus,Ostorhinchus taeniophorus,Ostorhinchus,Apogonidae,Actinopterygii,712689,1,
1806,Ostorhinchus wassinki,Ostorhinchus wassinki,species,Ostorhinchus wassinki,Ostorhinchus wassinki,Ostorhinchus,Apogonidae,Actinopterygii,712693,1,
1807,Ostracion cubicus,Ostracion cubicus,species,Ostracion cubicus,Ostracion cubicus,Ostracion,Ostraciidae,Actinopterygii,219911,1,
1808,Ostracion cyanurus,Ostracion cyanurus,species,Ostracion cyanurus,Ostracion cyanurus,Ostracion,Ostraciidae,Actinopterygii,219909,1,
1809,Ostracion immaculatus,Ostracion immaculatus,species,Ostracion immaculatus,Ostracion immaculatus,Ostracion,Ostraciidae,Actinopterygii,278934,1,
1810,Ostracion meleagris,Ostracion meleagris,species,Ostracion meleagris,Ostracion meleagris,Ostracion,Ostraciidae,Actinopterygii,219905,1,
1811,Ostracion solorensis,Ostracion solorensis,species,Ostracion solorensis,Ostracion solorensis,Ostracion,Ostraciidae,Actinopterygii,278936,1,
1812,Ostracion spp.,Ostracion spp.,genus,,,Ostracion,Ostraciidae,Actinopterygii,,,
1813,Ostracion whitleyi,Ostracion whitleyi,species,Ostracion whitleyi,Ostracion whitleyi,Ostracion,Ostraciidae,Actinopterygii,278937,1,
1814,Othos dentex,Othos dentex,species,Othos dentex,Othos dentex,Othos,Serranidae,Actinopterygii,281948,1,
1815,Oxycercichthys veliferus,Oxycercichthys veliferus,species,Oxycercichthys veliferus,Oxycercichthys veliferus,Oxycercichthys,Pseudochromidae,Actinopterygii,475068,1,
1816,Oxycheilinus bimaculatus,Oxycheilinus bimaculatus,species,Oxycheilinus bimaculatus,Oxycheilinus bimaculatus,Oxycheilinus,Labridae,Actinopterygii,219039,1,
1817,Oxycheilinus celebicus,Oxycheilinus celebicus,species,Oxycheilinus celebicus,Oxycheilinus celebicus,Oxycheilinus,Labridae,Actinopterygii,277995,1,
1818,Oxycheilinus digrammus,Oxycheilinus digrammus,species,Oxycheilinus digrammus,Oxycheilinus digramma,Oxycheilinus,Labridae,Actinopterygii,277996,1,
1819,Oxycheilinus lineatus,Oxycheilinus lineatus,species,Oxycheilinus lineatus,Oxycheilinus lineatus,Oxycheilinus,Labridae,Actinopterygii,277997,1,
1820,Oxycheilinus mentalis,Oxycheilinus mentalis,species,Oxycheilinus mentalis,Oxycheilinus mentalis,Oxycheilinus,Labridae,Actinopterygii,277998,1,
1821,Oxycheilinus orientalis,Oxycheilinus orientalis,species,Oxycheilinus orientalis,Oxycheilinus orientalis,Oxycheilinus,Labridae,Actinopterygii,278000,1,
1822,Oxycheilinus spp.,Oxycheilinus spp.,genus,,,Oxycheilinus,Labridae,Actinopterygii,,,
1823,Oxycheilinus unifasciatus,Oxycheilinus unifasciatus,species,Oxycheilinus unifasciatus,Oxycheilinus unifasciatus,Oxycheilinus,Labridae,Actinopterygii,278002,1,
1824,Oxycirrhites typus,Oxycirrhites typus,species,Oxycirrhites typus,Oxycirrhites typus,Oxycirrhites,Cirrhitidae,Actinopterygii,218865,1,
1825,Oxyjulis californica,Oxyjulis californica,species,Oxyjulis californica,Oxyjulis californica,Oxyjulis,Labridae,Actinopterygii,240727,1,
1826,Oxylebius pictus,Oxylebius pictus,species,Oxylebius pictus,Oxylebius pictus,Oxylebius,Hexagrammidae,Actinopterygii,240743,1,
1827,Oxymonacanthus longirostris,Oxymonacanthus longirostris,species,Oxymonacanthus longirostris,Oxymonacanthus longirostris,Oxymonacanthus,Monacanthidae,Actinopterygii,220063,1,
1828,Pachymetopon aeneum,Pachymetopon aeneum,species,Pachymetopon aeneum,Pachymetopon aeneum,Pachymetopon,Sparidae,Actinopterygii,218606,1,
1829,Pachymetopon blochii,Pachymetopon blochii,species,Pachymetopon blochii,Pachymetopon blochii,Pachymetopon,Sparidae,Actinopterygii,218607,1,
1830,Pachymetopon grande,Pachymetopon grande,species,Pachymetopon grande,Pachymetopon grande,Pachymetopon,Sparidae,Actinopterygii,218608,1,
1831,Pagellus acarne,Pagellus acarne,species,Pagellus acarne,Pagellus acarne,Pagellus,Sparidae,Actinopterygii,127057,1,
1832,Pagellus erythrinus,Pagellus erythrinus,species,Pagellus erythrinus,Pagellus erythrinus,Pagellus,Sparidae,Actinopterygii,127060,1,
1833,Pagrus auriga,Pagrus auriga,species,Pagrus auriga,Pagrus auriga,Pagrus,Sparidae,Actinopterygii,127061,1,
1834,Pagrus pagrus,Pagrus pagrus,species,Pagrus pagrus,Pagrus pagrus,Pagrus,Sparidae,Actinopterygii,127063,1,
1835,Parablennius gattorugine,Parablennius gattorugine,species,Parablennius gattorugine,Parablennius gattorugine,Parablennius,Blenniidae,Actinopterygii,126770,1,
1836,Parablennius incognitus,Parablennius incognitus,species,Parablennius incognitus,Parablennius incognitus,Parablennius,Blenniidae,Actinopterygii,126771,1,
1837,Parablennius intermedius,Parablennius intermedius,species,Parablennius intermedius,Parablennius intermedius,Parablennius,Blenniidae,Actinopterygii,273130,1,
1838,Parablennius laticlavius,Parablennius laticlavius,species,Parablennius laticlavius,Parablennius laticlavius,Parablennius,Blenniidae,Actinopterygii,273131,1,
1839,Parablennius marmoreus,Parablennius marmoreus,species,Parablennius marmoreus,Parablennius marmoreus,Parablennius,Blenniidae,Actinopterygii,159609,1,
1840,Parablennius pilicornis,Parablennius pilicornis,species,Parablennius pilicornis,Parablennius pilicornis,Parablennius,Blenniidae,Actinopterygii,126773,1,
1841,Parablennius rouxi,Parablennius rouxi,species,Parablennius rouxi,Parablennius rouxi,Parablennius,Blenniidae,Actinopterygii,273134,1,
1842,Parablennius sanguinolentus,Parablennius sanguinolentus,species,Parablennius sanguinolentus,Parablennius sanguinolentus,Parablennius,Blenniidae,Actinopterygii,126776,1,
1843,Parablennius serratolineatus,Parablennius serratolineatus,species,Parablennius serratolineatus,Parablennius serratolineatus,Parablennius,Blenniidae,Actinopterygii,273136,1,
1844,Parablennius tasmanianus,Parablennius tasmanianus,species,Parablennius tasmanianus,Parablennius tasmanianus,Parablennius,Blenniidae,Actinopterygii,273138,1,
1845,Parablennius zvonimiri,Parablennius zvonimiri,species,Parablennius zvonimiri,Parablennius zvonimiri,Parablennius,Blenniidae,Actinopterygii,126778,1,
1846,Paracaesio sordida,Paracaesio sordida,species,Paracaesio sordida,Paracaesio sordida,Paracaesio,Lutjanidae,Actinopterygii,218503,1,
1847,Paracaesio xanthura,Paracaesio xanthura,species,Paracaesio xanthura,Paracaesio xanthura,Paracaesio,Lutjanidae,Actinopterygii,218502,1,
1848,Paracanthurus hepatus,Paracanthurus hepatus,species,Paracanthurus hepatus,Paracanthurus hepatus,Paracanthurus,Acanthuridae,Actinopterygii,219676,1,
1849,Paracentropyge multifasciatus,Paracentropyge multifasciatus,species,Paracentropyge multifasciatus,Paracentropyge multifasciata,Paracentropyge,Pomacanthidae,Actinopterygii,320012,1,
1850,Paracentropyge sp. (venusta cf),Paracentropyge spp.,genus,,,,,,,,
1851,Parachaetodon ocellatus,Parachaetodon ocellatus,species,Parachaetodon ocellatus,Parachaetodon ocellatus,Parachaetodon,Chaetodontidae,Actinopterygii,282012,1,
1852,Paracheilinus cyaneus,Paracheilinus cyaneus,species,Paracheilinus cyaneus,Paracheilinus cyaneus,Paracheilinus,Labridae,Actinopterygii,278283,1,
1853,Paracheilinus mccoskeri,Paracheilinus mccoskeri,species,Paracheilinus mccoskeri,Paracheilinus mccoskeri,Paracheilinus,Labridae,Actinopterygii,219042,1,
1854,Paracheilinus nursalim,Paracheilinus nursalim,species,Paracheilinus nursalim,Paracheilinus nursalim,Paracheilinus,Labridae,Actinopterygii,398557,1,
1855,Paracheilinus octotaenia,Paracheilinus octotaenia,species,Paracheilinus octotaenia,Paracheilinus octotaenia,Paracheilinus,Labridae,Actinopterygii,219043,1,
1856,Paracheilinus spp.,Paracheilinus spp.,genus,,,Paracheilinus,Labridae,Actinopterygii,,,
1857,Paracirrhites arcatus,Paracirrhites arcatus,species,Paracirrhites arcatus,Paracirrhites arcatus,Paracirrhites,Cirrhitidae,Actinopterygii,218866,1,
1858,Paracirrhites forsteri,Paracirrhites forsteri,species,Paracirrhites forsteri,Paracirrhites forsteri,Paracirrhites,Cirrhitidae,Actinopterygii,218867,1,
1859,Paracirrhites hemistictus,Paracirrhites hemistictus,species,Paracirrhites hemistictus,Paracirrhites hemistictus,Paracirrhites,Cirrhitidae,Actinopterygii,277097,1,
1860,Paracirrhites nisus,Paracirrhites nisus,species,Paracirrhites nisus,Paracirrhites nisus,Paracirrhites,Cirrhitidae,Actinopterygii,277098,1,
1861,Paracirrhites spp.,Paracirrhites spp.,genus,,,Paracirrhites,Cirrhitidae,Actinopterygii,,,
1862,Paracirrhites xanthus,Paracirrhites xanthus,species,Paracirrhites xanthus,Paracirrhites xanthus,Paracirrhites,Cirrhitidae,Actinopterygii,277099,1,
1863,Paragobiodon echinocephalus,Paragobiodon echinocephalus,species,Paragobiodon echinocephalus,Paragobiodon echinocephalus,Paragobiodon,Gobiidae,Actinopterygii,219535,1,
1864,Paragobiodon xanthosoma,Paragobiodon xanthosoma,species,Paragobiodon xanthosoma,Paragobiodon xanthosoma,Paragobiodon,Gobiidae,Actinopterygii,219539,1,
1865,Parajulis poecilepterus,Parajulis poecilepterus,species,Parajulis poecilepterus,Parajulis poecilepterus,Parajulis,Labridae,Actinopterygii,282049,1,
1866,Paralabrax albomaculatus,Paralabrax albomaculatus,species,Paralabrax albomaculatus,Paralabrax albomaculatus,Paralabrax,Serranidae,Actinopterygii,282051,1,
1867,Paralabrax auroguttatus,Paralabrax auroguttatus,species,Paralabrax auroguttatus,Paralabrax auroguttatus,Paralabrax,Serranidae,Actinopterygii,282052,1,
1868,Paralabrax clathratus,Paralabrax clathratus,species,Paralabrax clathratus,Paralabrax clathratus,Paralabrax,Serranidae,Actinopterygii,282054,1,
1869,Paralabrax maculatofasciatus,Paralabrax maculatofasciatus,species,Paralabrax maculatofasciatus,Paralabrax maculatofasciatus,Paralabrax,Serranidae,Actinopterygii,282058,1,
1870,Paralabrax nebulifer,Paralabrax nebulifer,species,Paralabrax nebulifer,Paralabrax nebulifer,Paralabrax,Serranidae,Actinopterygii,282059,1,
1871,Paralichthys adspersus,Paralichthys adspersus,species,Paralichthys adspersus,Paralichthys adspersus,Paralichthys,Paralichthyidae,Actinopterygii,275806,1,
1872,Paraluteres prionurus,Paraluteres prionurus,species,Paraluteres prionurus,Paraluteres prionurus,Paraluteres,Monacanthidae,Actinopterygii,220065,1,
1873,Paramonacanthus japonicus,Paramonacanthus japonicus,species,Paramonacanthus japonicus,Paramonacanthus japonicus,Paramonacanthus,Monacanthidae,Actinopterygii,220067,1,
1874,Paranotothenia magellanica,Paranotothenia magellanica,species,Paranotothenia magellanica,Paranotothenia magellanica,Paranotothenia,Nototheniidae,Actinopterygii,234645,1,
1875,Paranthias colonus,Paranthias colonus,species,Paranthias colonus,Paranthias colonus,Paranthias,Serranidae,Actinopterygii,282083,1,
1876,Paranthias furcifer,Paranthias furcifer,species,Paranthias furcifer,Paranthias furcifer,Paranthias,Serranidae,Actinopterygii,282084,1,
1877,Parapercis australis,Parapercis australis,species,Parapercis australis,Parapercis australis,Parapercis,Pinguipedidae,Actinopterygii,276983,1,
1878,Parapercis bimacula,Parapercis bimacula,species,Parapercis bimacula,Parapercis bimacula,Parapercis,Pinguipedidae,Actinopterygii,834988,1,
1879,Parapercis clathrata,Parapercis clathrata,species,Parapercis clathrata,Parapercis clathrata,Parapercis,Pinguipedidae,Actinopterygii,276987,1,
1880,Parapercis colias,Parapercis colias,species,Parapercis colias,Parapercis colias,Parapercis,Pinguipedidae,Actinopterygii,276989,1,
1881,Parapercis haackei,Parapercis haackei,species,Parapercis haackei,Parapercis haackei,Parapercis,Pinguipedidae,Actinopterygii,276998,1,
1882,Parapercis hexophtalma,Parapercis hexophtalma,species,Parapercis hexophtalma,Parapercis hexophtalma,Parapercis,Pinguipedidae,Actinopterygii,219159,1,
1883,Parapercis lineopunctata,Parapercis lineopunctata,species,Parapercis lineopunctata,Parapercis lineopunctata,Parapercis,Pinguipedidae,Actinopterygii,277001,1,
1884,Parapercis millepunctata,Parapercis millepunctata,species,Parapercis millepunctata,Parapercis millepunctata,Parapercis,Pinguipedidae,Actinopterygii,219147,1,
1885,Parapercis multiplicata,Parapercis multiplicata,species,Parapercis multiplicata,Parapercis multiplicata,Parapercis,Pinguipedidae,Actinopterygii,277005,1,
1886,Parapercis pacifica,Parapercis pacifica,species,Parapercis pacifica,Parapercis pacifica,Parapercis,Pinguipedidae,Actinopterygii,398610,1,
1887,Parapercis queenslandica,Parapercis queenslandica,species,Parapercis queenslandica,Parapercis queenslandica,Parapercis,Pinguipedidae,Actinopterygii,398611,1,
1888,Parapercis ramsayi,Parapercis ramsayi,species,Parapercis ramsayi,Parapercis ramsayi,Parapercis,Pinguipedidae,Actinopterygii,277011,1,
1889,Parapercis schauinslandii,Parapercis schauinslandii,species,Parapercis schauinslandii,Parapercis schauinslandii,Parapercis,Pinguipedidae,Actinopterygii,219158,1,
1890,Parapercis snyderi,Parapercis snyderi,species,Parapercis snyderi,Parapercis snyderi,Parapercis,Pinguipedidae,Actinopterygii,277016,1,
1891,Parapercis sp. (Raja),Parapercis spp.,genus,,,,,,,,
1892,Parapercis spp.,Parapercis spp.,genus,,,Parapercis,Pinguipedidae,Actinopterygii,,,
1893,Parapercis stricticeps,Parapercis stricticeps,species,Parapercis stricticeps,Parapercis stricticeps,Parapercis,Pinguipedidae,Actinopterygii,277017,1,
1894,Parapercis tetracantha,Parapercis tetracantha,species,Parapercis tetracantha,Parapercis tetracantha,Parapercis,Pinguipedidae,Actinopterygii,367286,1,
1895,Parapercis xanthogramma,Parapercis xanthogramma,species,Parapercis xanthogramma,Parapercis xanthogramma,Parapercis,Pinguipedidae,Actinopterygii,398614,1,
1896,Parapercis xanthozona,Parapercis xanthozona,species,Parapercis xanthozona,Parapercis xanthozona,Parapercis,Pinguipedidae,Actinopterygii,219144,1,
1897,Paraplesiops bleekeri,Paraplesiops bleekeri,species,Paraplesiops bleekeri,Paraplesiops bleekeri,Paraplesiops,Plesiopidae,Actinopterygii,282086,1,
1898,Paraplesiops meleagris,Paraplesiops meleagris,species,Paraplesiops meleagris,Paraplesiops meleagris,Paraplesiops,Plesiopidae,Actinopterygii,282087,1,
1899,Paraplesiops poweri,Paraplesiops poweri,species,Paraplesiops poweri,Paraplesiops poweri,Paraplesiops,Plesiopidae,Actinopterygii,282088,1,
1900,Paraplotosus butleri,Paraplotosus butleri,species,Paraplotosus butleri,Paraplotosus butleri,Paraplotosus,Plotosidae,Actinopterygii,282098,1,
1901,Paraplotosus muelleri,Paraplotosus muelleri,species,Paraplotosus muelleri,Paraplotosus muelleri,Paraplotosus,Plotosidae,Actinopterygii,282099,1,
1902,Parapriacanthus dispar,Parapriacanthus dispar,species,Parapriacanthus dispar,Parapriacanthus dispar,Parapriacanthus,Pempheridae,Actinopterygii,276974,1,
1903,Parapriacanthus elongatus,Parapriacanthus elongatus,species,Parapriacanthus elongatus,Parapriacanthus elongatus,Parapriacanthus,Pempheridae,Actinopterygii,276975,1,
1904,Parapriacanthus ransonneti,Parapriacanthus ransonneti,species,Parapriacanthus ransonneti,Parapriacanthus ransonneti,Parapriacanthus,Pempheridae,Actinopterygii,218698,1,
1905,Parapristipoma octolineatum,Parapristipoma octolineatum,species,Parapristipoma octolineatum,Parapristipoma octolineatum,Parapristipoma,Haemulidae,Actinopterygii,126945,1,
1906,Parapristipoma trilineatum,Parapristipoma trilineatum,species,Parapristipoma trilineatum,Parapristipoma trilineatum,Parapristipoma,Haemulidae,Actinopterygii,273480,1,
1907,Parascolopsis spp.,Parascolopsis spp.,genus,,,Parascolopsis,Nemipteridae,Actinopterygii,,,
1908,Parascorpis typus,Parascorpis typus,species,Parascorpis typus,Parascorpis typus,Parascorpis,Parascorpididae,Actinopterygii,221429,1,
1909,Parascyllium ferrugineum,Parascyllium ferrugineum,species,Parascyllium ferrugineum,Parascyllium ferrugineum,Parascyllium,Parascylliidae,Elasmobranchii,282109,1,
1910,Parascyllium variolatum,Parascyllium variolatum,species,Parascyllium variolatum,Parascyllium variolatum,Parascyllium,Parascylliidae,Elasmobranchii,282111,1,
1911,Paratrachichthys trailli,Paratrachichthys trailli,species,Paratrachichthys trailli,Paratrachichthys trailli,Paratrachichthys,Trachichthyidae,Actinopterygii,282122,1,
1912,Pareques acuminatus,Pareques acuminatus,species,Pareques acuminatus,Pareques acuminatus,Pareques,Sciaenidae,Actinopterygii,282139,1,
1913,Pareques perissa,Pareques perissa,species,Pareques perissa,Pareques perissa,Pareques,Sciaenidae,Actinopterygii,282142,1,
1914,Pareques spp.,Pareques spp.,genus,,,Pareques,Sciaenidae,Actinopterygii,,,
1915,Pareques viola,Pareques viola,species,Pareques viola,Pareques viola,Pareques,Sciaenidae,Actinopterygii,282144,1,
1916,Parequula melbournensis,Parequula melbournensis,species,Parequula melbournensis,Parequula melbournensis,Parequula,Gerreidae,Actinopterygii,282145,1,
1917,Parioglossus dotui,Parioglossus dotui,species,Parioglossus dotui,Parioglossus dotui,Parioglossus,Microdesmidae,Actinopterygii,278746,1,
1918,Parioglossus interruptus,Parioglossus interruptus,species,Parioglossus interruptus,Parioglossus interruptus,Parioglossus,Microdesmidae,Actinopterygii,278749,1,
1919,Parioglossus spp.,Parioglossus spp.,genus,,,Parioglossus,Microdesmidae,Actinopterygii,,,
1920,Paristiopterus gallipavo,Paristiopterus gallipavo,species,Paristiopterus gallipavo,Paristiopterus gallipavo,Paristiopterus,Pentacerotidae,Actinopterygii,282149,1,
1921,Paristiopterus labiosus,Paristiopterus labiosus,species,Paristiopterus labiosus,Paristiopterus labiosus,Paristiopterus,Pentacerotidae,Actinopterygii,282150,1,
1922,Parma alboscapularis,Parma alboscapularis,species,Parma alboscapularis,Parma alboscapularis,Parma,Pomacentridae,Actinopterygii,282152,1,
