diet_cat,ac_m,ac_sd,an_m,an_sd,ap_m,ap_sd
1,0.3401005074246211,0.06643278880370616,0.28680686028555047,0.5201229121470115,0.42258453462123396,0.17583779996029317
2,0.39588793036734066,0.04526298629991639,0.36316481066357365,0.528283464487451,0.32445810821753546,2.572658102336431
3,0.6772867409627241,0.03524817925628009,0.604354791417334,0.18419099310974954,0.5972014938151413,0.4188537076286202
4,0.5765633740966447,0.08056216675019823,0.6523435805743094,0.10820565676291077,0.3472836666991818,0.3712526254420536
6,0.3498454468101942,0.22607301455446727,0.22666067929051303,1.8847027177615778,0.3262085451471439,1.4282362997528368
7,0.5327936006521915,0.07024479082492086,0.6778707715860144,0.2366974673127702,0.4297391389510675,0.42909543700676045
8,0.35022877606682556,0.04742694274164618,0.4074663878964841,0.11171970024122538,0.15090387200189423,0.21189037327533528
