Family,Genus,Species,Trophic_ID,Size,Activity,Position,Range,SST,Pprod,DistIAA,Ocean,lambda_median,mu_median,net_div_median
Pempheridae,Pempheris,Pempheris_oualensis,MI,22,Night,Benthopelagic,934,27.98570258,556.6554911,4.183669277,IP,0.066988724,0.002524143,0.06446458
Pempheridae,Pempheris,Pempheris_pathirana,NA,14,NA,NA,NA,NA,NA,NA,NA,0.067354498,0.002291281,0.065063217
Pempheridae,Pempheris,Pempheris_poeyi,PK,15,Both,Benthopelagic,NA,NA,NA,NA,NA,0.067612711,0.002710709,0.064902003
Pempheridae,Pempheris,Pempheris_rapa,PK,13.47,Night,Benthopelagic,NA,NA,NA,NA,NA,0.067430522,0.002331683,0.065098839
Pempheridae,Pempheris,Pempheris_schomburgkii,PK,15,Both,Benthopelagic,187,27.08862567,518.1894701,200.0270056,Atl,0.066745049,0.002521654,0.064223395
Pempheridae,Pempheris,Pempheris_schwenkii,PK,15,Night,Benthopelagic,707,27.7476305,549.1860213,6.308200033,IP,0.066907641,0.002381427,0.064526214
Pempheridae,Pempheris,Pempheris_sergey,NA,10.4,NA,NA,NA,NA,NA,NA,NA,0.067417877,0.002563246,0.064854631
Pempheridae,Pempheris,Pempheris_shimoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.068177555,0.002567158,0.065610397
Pempheridae,Pempheris,Pempheris_shirleen,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06845764,0.002719578,0.065738062
Pempheridae,Pempheris,Pempheris_ternay,NA,9.1,NA,NA,NA,NA,NA,NA,NA,0.068157744,0.002849126,0.065308617
Pempheridae,Pempheris,Pempheris_tiran,NA,12.2,NA,NA,NA,NA,NA,NA,NA,0.068520742,0.003035535,0.065485207
Pempheridae,Pempheris,Pempheris_trinco,NA,10.7,NA,NA,NA,NA,NA,NA,NA,0.06792572,0.002527024,0.065398696
Pempheridae,Pempheris,Pempheris_vanicolensis,PK,20,Night,Benthopelagic,655,28.18840627,566.1668468,5.395854793,IP,0.067108087,0.002464396,0.064643691
Pempheridae,Pempheris,Pempheris_viridis,NA,7.95,NA,NA,NA,NA,NA,NA,NA,0.068639719,0.003139196,0.065500523
Pempheridae,Pempheris,Pempheris_wilsoni,NA,12.3,NA,NA,NA,NA,NA,NA,NA,0.068416775,0.003257811,0.065158964
Pempheridae,Pempheris,Pempheris_xanthomma,NA,10,NA,NA,NA,NA,NA,NA,NA,0.068602594,0.003216666,0.065385928
Pempheridae,Pempheris,Pempheris_xanthoptera,PK,15,Night,Benthopelagic,NA,NA,NA,NA,NA,0.069293355,0.003592567,0.065700788
Pempheridae,Pempheris,Pempheris_ypsilychnus,PK,12.06,Night,Benthopelagic,305,27.60330198,554.9178954,25.75206447,IP,0.069940354,0.004233195,0.065707159
Pempheridae,Pempheris,Pempheris_zajonzi,NA,8.9,NA,NA,NA,NA,NA,NA,NA,0.070088368,0.004286104,0.065802264
Pentacerotidae,Evistias,Evistias_acutirostris,MI,90,Day,Benthopelagic,95,22.15554,413.6928811,24.28828947,IP,0.06553965,0.003072064,0.062467587
Pentacerotidae,Histiopterus,Histiopterus_typus,MI,42,Day,Benthopelagic,1046,26.09885019,654.5033198,5.53305282,Both,0.065491131,0.003143592,0.062347539
Pentacerotidae,Pentaceropsis,Pentaceropsis_recurvirostris,MI,50,Day,Benthopelagic,86,17.09863095,582.544019,42.21452779,IP,0.065465122,0.003438844,0.062026278
Pentacerotidae,Pentaceros,Pentaceros_decacanthus,MI,25.5,Day,Benthopelagic,134,18.65283609,557.3207195,45.20494362,IP,0.065627436,0.003717487,0.061909949
Pinguipedidae,Parapercis,Parapercis_alboguttata,GC,27,Day,Benthic,838,27.89099413,758.688976,6.653678415,IP,0.078346855,0.015493501,0.062853355
Pinguipedidae,Parapercis,Parapercis_aurantiaca,GC,17,Day,Benthic,NA,NA,NA,NA,NA,0.078840637,0.015243236,0.063597401
Pinguipedidae,Parapercis,Parapercis_australis,GC,9.2,Day,Benthic,209,26.77345913,356.6762543,30.99954843,IP,0.078498944,0.01526652,0.063232423
Pinguipedidae,Parapercis,Parapercis_basimaculata,GC,7.75,Day,Benthic,NA,NA,NA,NA,NA,0.079650314,0.015481422,0.064168892
Pinguipedidae,Parapercis,Parapercis_bimacula,NA,10.02,NA,NA,NA,NA,NA,NA,NA,0.08220979,0.019151768,0.063058023
Pinguipedidae,Parapercis,Parapercis_caudopellucida,NA,10.52,NA,NA,NA,NA,NA,NA,NA,0.080659929,0.017418254,0.063241675
Pinguipedidae,Parapercis,Parapercis_clathrata,GC,24,Day,Benthic,750,28.24897019,554.1997667,4.194127791,IP,0.084351135,0.023572833,0.060778302
Pinguipedidae,Parapercis,Parapercis_colemani,GC,8.22,Day,Benthic,89,24.87077191,354.9293596,38.72054763,IP,0.083452235,0.018992393,0.064459842
Pinguipedidae,Parapercis,Parapercis_colias,GC,45,Day,Benthic,47,14.1356766,629.3253574,68.25252248,IP,0.082100539,0.018758436,0.063342103
Pinguipedidae,Parapercis,Parapercis_compressa,GC,8.7,Day,Benthic,NA,NA,NA,NA,NA,0.081188205,0.017810117,0.063378088
Pinguipedidae,Parapercis,Parapercis_cylindrica,GC,23,Day,Benthic,589,27.92945629,554.8694238,8.667513699,IP,0.084121852,0.022813388,0.061308464
Pinguipedidae,Parapercis,Parapercis_decemfasciata,GC,15,Day,Benthic,NA,NA,NA,NA,NA,0.080934959,0.020538918,0.06039604
Pinguipedidae,Parapercis,Parapercis_diagonalis,GC,15,Day,Benthic,NA,NA,NA,NA,NA,0.091750795,0.027716133,0.064034662
Pinguipedidae,Parapercis,Parapercis_diplospilus,GC,10,Day,Benthic,562,27.75874011,522.120352,16.50856428,IP,0.082665801,0.021304726,0.061361075
Pinguipedidae,Parapercis,Parapercis_dockinsi,GC,17.2,Day,Benthic,1,16.7969,379.4118,51.03827726,IP,0.091229453,0.030631062,0.060598391
Pinguipedidae,Parapercis,Parapercis_filamentosa,GC,18,Day,Benthic,423,28.21806407,782.3814629,0.673329551,IP,0.09145607,0.026427175,0.065028895
Pinguipedidae,Parapercis,Parapercis_flavipinna,NA,11.58,NA,NA,NA,NA,NA,NA,NA,0.085880882,0.025502291,0.060378591
Pinguipedidae,Parapercis,Parapercis_flavolineata,GC,14,Day,Benthic,NA,NA,NA,NA,NA,0.084930677,0.020779006,0.064151671
Pinguipedidae,Parapercis,Parapercis_haackei,GC,10,Day,Benthic,52,18.09287451,551.6081275,35.04366623,IP,0.086578029,0.023634764,0.062943265
Pinguipedidae,Parapercis,Parapercis_hexophtalma,GC,29,Day,Benthic,1006,27.81360559,629.7906681,4.453058761,IP,0.08368919,0.022464473,0.061224717
Pinguipedidae,Parapercis,Parapercis_hoi,NA,6.06,NA,NA,NA,NA,NA,NA,NA,0.087799126,0.026404913,0.061394213
Pinguipedidae,Parapercis,Parapercis_kamoharai,GC,20,Day,Benthic,NA,NA,NA,NA,NA,0.084767418,0.022721098,0.06204632
Pinguipedidae,Parapercis,Parapercis_lata,GC,21.2,Day,Benthic,21,27.74525714,382.9162714,32.91383362,IP,0.083352516,0.019046299,0.064306216
Pinguipedidae,Parapercis,Parapercis_lineopunctata,GC,7.41,Day,Benthic,528,28.5427038,626.1600266,6.129890304,IP,0.087166102,0.022056393,0.06510971
Pinguipedidae,Parapercis,Parapercis_macrophthalma,GC,14,Day,Benthic,NA,NA,NA,NA,NA,0.084713745,0.021767099,0.062946646
Pinguipedidae,Parapercis,Parapercis_maculata,GC,20,Day,Benthic,307,27.99438439,1039.846476,48.65609643,IP,0.087777271,0.026651745,0.061125526
Pinguipedidae,Parapercis,Parapercis_maritzi,NA,18.5,NA,NA,NA,NA,NA,NA,NA,0.091721151,0.026526472,0.06519468
Pinguipedidae,Parapercis,Parapercis_millepunctata,GC,18,Day,Benthic,709,27.81188897,465.5221655,6.129890304,IP,0.085156722,0.025045807,0.060110915
Pinguipedidae,Parapercis,Parapercis_multifasciata,GC,18,Day,Benthic,NA,NA,NA,NA,NA,0.079159429,0.0183007,0.060858729
Pinguipedidae,Parapercis,Parapercis_multiplicata,GC,15,Day,Benthic,756,27.68598753,507.8693541,7.343964529,IP,0.094391536,0.028804888,0.065586648
Pinguipedidae,Parapercis,Parapercis_natator,GC,8.86,Day,Benthic,NA,NA,NA,NA,NA,0.093868313,0.030582454,0.063285859
Pinguipedidae,Parapercis,Parapercis_nebulosa,GC,25,Day,Benthic,117,26.79652261,632.4873235,24.24785311,IP,0.084748197,0.020641775,0.064106422
Pinguipedidae,Parapercis,Parapercis_ommatura,GC,11,Day,Benthic,NA,NA,NA,NA,NA,0.091403306,0.027976073,0.063427233
Pinguipedidae,Parapercis,Parapercis_pacifica,GC,18.58,Day,Benthic,300,28.21108233,612.884459,7.809312798,IP,0.090425103,0.028213723,0.06221138
Pinguipedidae,Parapercis,Parapercis_pulchella,GC,20,Day,Benthic,734,27.08248997,637.9296253,7.167487426,IP,0.078422666,0.015802016,0.062620649
Pinguipedidae,Parapercis,Parapercis_punctulata,GC,13,Day,Benthic,148,27.08802414,645.1118317,73.1713647,IP,0.081905845,0.01933254,0.062573305
Pinguipedidae,Parapercis,Parapercis_queenslandica,GC,20.79,Day,Benthic,170,26.7834645,366.5962314,34.59500914,IP,0.09101352,0.027895607,0.063117913
Pinguipedidae,Parapercis,Parapercis_robinsoni,GC,30,Day,Benthic,250,26.89362735,1010.723729,73.64099474,Both,0.087227054,0.02317824,0.064048814
Pinguipedidae,Parapercis,Parapercis_rubricaudalis,NA,6.86,NA,NA,NA,NA,NA,NA,NA,0.095966123,0.030763704,0.065202419
Pinguipedidae,Parapercis,Parapercis_rufa,GC,NA,Day,Benthic,NA,NA,NA,NA,NA,0.090981949,0.026075355,0.064906594
Pinguipedidae,Parapercis,Parapercis_sagma,GC,7.16,Day,Benthic,155,28.62712903,707.5419981,9.627626141,IP,0.092920374,0.029608144,0.06331223
Pinguipedidae,Parapercis,Parapercis_schauinslandii,GC,18,Day,Benthic,869,27.48208277,501.4749343,6.107822499,IP,0.094974745,0.03084886,0.064125884
Pinguipedidae,Parapercis,Parapercis_sexfasciata,GC,12,Day,Benthic,244,26.74241516,677.2853787,4.484259903,IP,0.092625202,0.028730952,0.06389425
Pinguipedidae,Parapercis,Parapercis_signata,GC,13,Day,Benthic,NA,NA,NA,NA,NA,0.101365331,0.032184411,0.06918092
Pinguipedidae,Parapercis,Parapercis_simulata,GC,NA,Day,Benthic,115,27.78056726,1295.034576,68.91548766,IP,0.093709827,0.028202486,0.065507341
Pinguipedidae,Parapercis,Parapercis_snyderi,GC,11,Day,Benthic,629,27.53241354,528.2171634,12.39207875,IP,0.104393434,0.032163516,0.072229917
Pinguipedidae,Parapercis,Parapercis_soliorta,NA,11.25,NA,NA,NA,NA,NA,NA,NA,0.092395525,0.026204022,0.066191503
Pinguipedidae,Parapercis,Parapercis_somaliensis,GC,15,Day,Benthic,NA,NA,NA,NA,NA,0.099285748,0.033207054,0.066078694
Pinguipedidae,Parapercis,Parapercis_striolata,GC,20,Day,Benthic,388,27.46964974,513.5467188,9.627626141,IP,0.102666256,0.038287533,0.064378722
Pinguipedidae,Parapercis,Parapercis_tetracantha,GC,26,Day,Benthic,619,28.32607803,625.4544449,2.284680414,IP,0.094712283,0.029406766,0.065305517
Pinguipedidae,Parapercis,Parapercis_xanthogramma,GC,17.44,Day,Benthic,73,26.96982466,322.6771082,34.11050562,IP,0.099370539,0.03502738,0.06434316
Pinguipedidae,Parapercis,Parapercis_xanthozona,GC,23,Day,Benthic,889,27.88021819,603.6874401,4.183669277,IP,0.085452655,0.02584749,0.059605165
Pinguipedidae,Pinguipes,Pinguipes_brasilianus,GC,70,Day,Benthic,40,13.48065641,1406.178854,186.8104261,Atl,0.083899597,0.028481538,0.055418059
Pinguipedidae,Pseudopercis,Pseudopercis_numida,GC,120,Day,Benthic,29,22.76002414,763.298269,170.1130764,Atl,0.083066573,0.028611288,0.054455284
Pinguipedidae,Pseudopercis,Pseudopercis_semifasciata,GC,100,Day,Benthic,46,13.66442,1420.290429,186.8104261,Atl,0.082984004,0.028616458,0.054367545
Pinguipedidae,Ryukyupercis,Ryukyupercis_gushikeni,GC,30,Day,Benthic,818,26.10148384,556.2354698,8.667513699,IP,0.083960649,0.028482506,0.055478143
Platycephalidae,Cociella,Cociella_crocodilus,GC,50,Day,Benthic,1208,26.8602886,681.3958805,3.007121951,IP,0.072540737,0.007706062,0.064834675
Platycephalidae,Cociella,Cociella_punctata,GC,35,Day,Benthic,1068,27.6716413,685.5631815,2.972053962,IP,0.072609745,0.007487382,0.065122363
Platycephalidae,Cymbacephalus,Cymbacephalus_beauforti,GC,50,Day,Benthic,465,28.66633183,636.7842019,3.451171796,IP,0.072671168,0.006198019,0.066473149
Platycephalidae,Cymbacephalus,Cymbacephalus_bosschei,GC,45,Day,Benthic,569,28.18091532,616.7395773,8.073926961,IP,0.072622577,0.006007041,0.066615536
Platycephalidae,Cymbacephalus,Cymbacephalus_nematophthalmus,GC,58,Day,Benthic,668,27.925797,569.2316138,6.743404839,IP,0.072471403,0.006007041,0.066464362
Platycephalidae,Leviprora,Leviprora_inops,GC,29.2,Day,Benthic,51,17.81570408,557.2013429,35.57083699,IP,0.067916592,0.005049427,0.062867165
Platycephalidae,Onigocia,Onigocia_oligolepis,MI,10,Day,Benthic,468,27.54876847,533.3765577,15.56533374,IP,0.072242305,0.006126706,0.066115599
Platycephalidae,Onigocia,Onigocia_pedimacula,MI,11,Day,Benthic,1047,27.50230403,586.2376137,4.183669277,IP,0.071965737,0.006237712,0.065728024
Platycephalidae,Papilloculiceps,Papilloculiceps_longiceps,GC,70,Day,Benthic,553,27.66350569,791.0787136,4.887164393,IP,0.068192894,0.004789628,0.063403267
Platycephalidae,Platycephalus,Platycephalus_fuscus,GC,120,Day,Benthic,92,24.42933736,385.1041758,38.72054763,IP,0.068444566,0.006720598,0.061723968
Platycephalidae,Platycephalus,Platycephalus_indicus,GC,100,Day,Benthic,944,27.94843663,746.6465324,6.653678415,IP,0.06852855,0.006495162,0.062033388
Platycephalidae,Rogadius,Rogadius_fehlmanni,GC,11.2,Day,Benthic,21,27.27102857,1347.474867,70.68695155,IP,0.074760298,0.007829883,0.066930415
Platycephalidae,Rogadius,Rogadius_serratus,GC,24,Day,Benthic,730,28.22203783,640.0736095,4.400021812,IP,0.074961726,0.007866645,0.067095081
Platycephalidae,Rogadius,Rogadius_welanderi,GC,13,Day,Benthic,419,28.78767041,529.7142828,6.743404839,IP,0.075028827,0.00798551,0.067043317
Platycephalidae,Sunagocia,Sunagocia_arenicola,GC,37,Day,Benthic,705,27.66184143,536.00122,5.395854793,IP,0.070813345,0.004579303,0.066234042
Platycephalidae,Sunagocia,Sunagocia_otaitensis,GC,30,Day,Benthic,851,27.89254539,547.4338433,5.53305282,IP,0.070795008,0.004387539,0.066407469
Platycephalidae,Thysanophrys,Thysanophrys_armata,NA,12.1,NA,NA,NA,NA,NA,NA,NA,0.069438383,0.003867838,0.065570544
Platycephalidae,Thysanophrys,Thysanophrys_celebica,GC,20,Day,Benthic,860,27.78172824,760.6538545,4.453058761,IP,0.070156928,0.00442197,0.065734957
Platycephalidae,Thysanophrys,Thysanophrys_chiltonae,GC,25,Day,Benthic,921,28.00707869,626.8633428,4.525450711,IP,0.070172665,0.004315431,0.065857234
Platycephalidae,Thysanophrys,Thysanophrys_cirronasa,GC,38,Day,Benthic,37,18.86471389,554.61205,36.00199801,IP,0.069676,0.004127062,0.065548938
Platycephalidae,Thysanophrys,Thysanophrys_longirostris,NA,18.6,NA,NA,NA,NA,NA,NA,NA,0.071023762,0.004458988,0.066564774
Platycephalidae,Thysanophrys,Thysanophrys_randalli,GC,9.9,Day,Benthic,105,27.17136699,594.2945621,74.30687884,IP,0.070001042,0.004069404,0.065931638
Platycephalidae,Thysanophrys,Thysanophrys_rarita,NA,12.7,NA,NA,NA,NA,NA,NA,NA,0.07042879,0.004241729,0.06618706
Platycephalidae,Thysanophrys,Thysanophrys_springeri,GC,8.9,Day,Benthic,10,28.69844,1289.37673,78.9853518,IP,0.070786539,0.004490948,0.066295592
Platycephalidae,Thysanophrys,Thysanophrys_tricaudata,NA,11.7,NA,NA,NA,NA,NA,NA,NA,0.071639015,0.004772364,0.06686665
Plesiopidae,Acanthoclinus,Acanthoclinus_matti,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.196185311,0.154310164,0.041875147
Plesiopidae,Acanthoplesiops,Acanthoplesiops_cappuccino,NA,1.64,NA,NA,NA,NA,NA,NA,NA,0.193316315,0.1555731,0.037743215
Plesiopidae,Acanthoplesiops,Acanthoplesiops_echinatus,MI,4,Day,Benthic,144,28.78425069,648.8747368,3.000216356,IP,0.193676209,0.154873201,0.038803008
Plesiopidae,Acanthoplesiops,Acanthoplesiops_hiatti,MI,2.4,Day,Benthic,299,28.13925217,608.6043498,3.388310899,IP,0.193316315,0.154893852,0.038422464
Plesiopidae,Acanthoplesiops,Acanthoplesiops_indicus,MI,5,Day,Benthic,214,27.62431429,823.0635424,49.18792655,IP,0.193574271,0.154879503,0.038694768
Plesiopidae,Acanthoplesiops,Acanthoplesiops_naka,MI,0.99,Day,Benthic,NA,NA,NA,NA,NA,0.193676209,0.154887026,0.038789183
Plesiopidae,Acanthoplesiops,Acanthoplesiops_psilogaster,MI,2.26,Day,Benthic,139,27.04178345,467.2713683,13.16555795,IP,0.193582829,0.154892085,0.038690745
Plesiopidae,Assessor,Assessor_flavissimus,OM,6,Day,Benthopelagic,74,27.63931233,431.8892795,31.90943629,IP,0.211341768,0.1629439,0.048397868
Plesiopidae,Assessor,Assessor_macneilli,OM,6,Day,Benthopelagic,171,26.87098765,380.3394341,32.93253872,IP,0.21116618,0.16291737,0.04824881
Plesiopidae,Assessor,Assessor_randalli,OM,4,Day,Benthopelagic,NA,NA,NA,NA,NA,0.211341768,0.162923586,0.048418182
Plesiopidae,Beliops,Beliops_batanensis,MI,2.4,Day,Benthic,149,27.87836779,503.1913537,11.26225753,IP,0.189575983,0.154307775,0.035268207
Plesiopidae,Beliops,Beliops_xanthokrossos,MI,2.6,Day,Benthic,NA,NA,NA,NA,NA,0.189575983,0.154307775,0.035268207
Plesiopidae,Belonepterygion,Belonepterygion_fasciolatum,MI,5,Day,Benthic,338,27.92868279,464.9928599,23.75193885,IP,0.196408698,0.155653697,0.040755001
Plesiopidae,Calloplesiops,Calloplesiops_altivelis,MI,20,Night,Benthic,887,27.93592492,579.7668165,3.007121951,IP,0.212383559,0.162689085,0.049694474
Plesiopidae,Calloplesiops,Calloplesiops_argus,MI,16,Night,Benthic,NA,NA,NA,NA,NA,0.212383559,0.162966352,0.049417208
Plesiopidae,Fraudella,Fraudella_carassiops,MI,NA,Day,Benthic,NA,NA,NA,NA,NA,0.213141266,0.163399501,0.049741765
Plesiopidae,Notograptus,Notograptus_gregoryi,MI,10,Day,Benthic,41,25.2460125,628.2350525,21.64790252,IP,0.190870365,0.154289071,0.036581294
Plesiopidae,Notograptus,Notograptus_guttatus,MI,10.6,Day,Benthic,432,28.00004455,476.633852,23.51382822,IP,0.190845699,0.154289071,0.036556628
Plesiopidae,Paraplesiops,Paraplesiops_alisonae,NA,15,NA,NA,NA,NA,NA,NA,NA,0.212623878,0.163312638,0.04931124
Plesiopidae,Paraplesiops,Paraplesiops_bleekeri,GC,NA,Night,Benthic,NA,NA,NA,NA,NA,0.212623878,0.163259404,0.049364474
Plesiopidae,Paraplesiops,Paraplesiops_meleagris,GC,33,Night,Benthic,52,17.677636,552.118316,36.49434197,IP,0.212623878,0.163312638,0.04931124
Plesiopidae,Paraplesiops,Paraplesiops_poweri,MI,8.3,Day,Benthic,130,26.4586938,386.6049667,35.45735967,IP,0.212623878,0.163312638,0.04931124
Plesiopidae,Paraplesiops,Paraplesiops_sinclairi,GC,22,Night,Benthic,20,18.32334,544.642955,33.17512857,IP,0.212571528,0.163312638,0.04925889
Plesiopidae,Plesiops,Plesiops_auritus,MI,7.59,Night,Benthic,376,28.80897048,784.0439037,3.331229339,IP,0.166448334,0.118090856,0.048357478
Plesiopidae,Plesiops,Plesiops_cephalotaenia,MI,7.7,Night,Benthic,461,28.35461974,562.0093629,7.620766221,IP,0.161756045,0.116224719,0.045531325
Plesiopidae,Plesiops,Plesiops_coeruleolineatus,MI,10,Night,Benthic,958,27.85665467,600.1065768,4.525450711,IP,0.163897739,0.120826357,0.043071381
Plesiopidae,Plesiops,Plesiops_corallicola,MI,18,Night,Benthic,828,28.18893345,569.0973057,3.007121951,IP,0.166742231,0.117084187,0.049658044
Plesiopidae,Plesiops,Plesiops_facicavus,MI,4.63,Night,Benthic,NA,NA,NA,NA,NA,0.166628476,0.11639313,0.050235346
Plesiopidae,Plesiops,Plesiops_genaricus,MI,8.23,Night,Benthic,NA,NA,NA,NA,NA,0.166430072,0.116913868,0.049516204
Plesiopidae,Plesiops,Plesiops_gracilis,MI,7,Night,Benthic,471,28.24975775,535.8017518,11.48959998,IP,0.166698912,0.116440836,0.050258076
Plesiopidae,Plesiops,Plesiops_insularis,MI,9.82,Night,Benthic,115,25.74496957,321.7508643,36.73477723,IP,0.166749886,0.116376672,0.050373213
Plesiopidae,Plesiops,Plesiops_malalaxus,MI,11,Night,Benthic,NA,NA,NA,NA,NA,0.16729908,0.116576831,0.050722249
Plesiopidae,Plesiops,Plesiops_multisquamata,GC,25,Night,Benthic,NA,NA,NA,NA,NA,0.166833244,0.116552893,0.050280351
Plesiopidae,Plesiops,Plesiops_mystaxus,MI,9,Night,Benthic,228,27.42824661,952.3988828,73.32949904,IP,0.166990395,0.116224719,0.050765675
Plesiopidae,Plesiops,Plesiops_nakaharae,MI,14,Night,Benthic,NA,NA,NA,NA,NA,0.166494004,0.116350503,0.050143502
Plesiopidae,Plesiops,Plesiops_nigricans,MI,17,Night,Benthic,207,27.43506766,1001.840235,74.0954273,IP,0.16738867,0.116370342,0.051018327
Plesiopidae,Plesiops,Plesiops_oxycephalus,MI,6,Night,Benthic,495,28.45369253,581.4360699,3.451171796,IP,0.168076444,0.118090856,0.049985588
Plesiopidae,Plesiops,Plesiops_polydactylus,MI,4.58,Night,Benthic,148,26.80948041,306.2392115,33.50261068,IP,0.166717412,0.117057703,0.049659708
Plesiopidae,Plesiops,Plesiops_thysanopterus,MI,6.34,Night,Benthic,NA,NA,NA,NA,NA,0.167425008,0.116376672,0.051048336
Plesiopidae,Plesiops,Plesiops_verecundus,MI,9.45,Night,Benthic,656,27.91089541,539.4735555,5.395854793,IP,0.169152153,0.118090856,0.051061297
Plesiopidae,Steeneichthys,Steeneichthys_nativitatus,MI,3.2,Day,Benthic,256,28.66442109,704.2633566,4.194127791,IP,0.218795883,0.163214854,0.055581029
Plesiopidae,Steeneichthys,Steeneichthys_plesiopsus,MI,3,Day,Benthic,436,27.77817448,464.7542372,15.28243302,IP,0.218803912,0.163162446,0.055641466
Plesiopidae,Trachinops,Trachinops_brauni,GC,8,Night,Benthic,31,19.26471613,530.4195355,32.96791129,IP,0.211151643,0.162437037,0.048714606
Plesiopidae,Trachinops,Trachinops_noarlungae,GC,15,Night,Benthic,NA,NA,NA,NA,NA,0.211176728,0.162448907,0.048727821
Pomacanthidae,Apolemichthys,Apolemichthys_arcuatus,SI,18,Day,Benthic,47,24.8945766,234.5261298,125.4526225,IP,0.088533918,0.015109035,0.073424883
Pomacanthidae,Apolemichthys,Apolemichthys_griffisi,SI,30,Day,Benthic,168,28.87241905,359.2913619,30.96629311,IP,0.088323095,0.015035339,0.073287756
Pomacanthidae,Apolemichthys,Apolemichthys_guezei,SI,15,Day,Benthic,9,25.4969,222.5564889,68.78990087,IP,0.088277644,0.015174309,0.073103335
Pomacanthidae,Apolemichthys,Apolemichthys_kingi,SI,21,Day,Benthic,26,24.29959231,762.34275,92.22409516,IP,0.087981837,0.015255033,0.072726804
Pomacanthidae,Apolemichthys,Apolemichthys_trimaculatus,SI,26,Day,Benthic,1014,27.94733188,533.6926296,5.633310369,IP,0.08817018,0.015292612,0.072877569
Pomacanthidae,Apolemichthys,Apolemichthys_xanthopunctatus,SI,25,Day,Benthic,91,28.59763077,365.1414593,113.904529,IP,0.088860378,0.015143198,0.073717181
Pomacanthidae,Apolemichthys,Apolemichthys_xanthotis,OM,20,Day,Benthic,121,27.25474615,1192.796356,74.35458988,IP,0.088918048,0.01558665,0.073331398
Pomacanthidae,Apolemichthys,Apolemichthys_xanthurus,SI,15,Day,Benthic,91,28.0556967,651.5666275,47.43217543,IP,0.088608302,0.015232167,0.073376135
Pomacanthidae,Centropyge,Centropyge_abei,HD,9.08,Day,Benthic,8,28.9942375,370.367425,14.12058597,IP,0.10161244,0.022314931,0.079297509
Pomacanthidae,Centropyge,Centropyge_acanthops,HD,8,Day,Benthic,266,27.02416326,707.7870034,72.40158138,IP,0.10300339,0.022410913,0.080592477
Pomacanthidae,Centropyge,Centropyge_argi,HD,8,Day,Benthopelagic,298,26.91702081,607.3326188,200.9191315,Atl,0.103048876,0.022492178,0.080556698
Pomacanthidae,Centropyge,Centropyge_aurantia,HD,10,Day,Benthic,223,28.71426637,378.4278453,30.07782966,IP,0.087735748,0.016140084,0.071595663
Pomacanthidae,Centropyge,Centropyge_aurantonotus,HD,7.5,Day,Benthopelagic,128,27.11175547,992.2216352,169.6349916,Atl,0.104411303,0.023261776,0.081149527
Pomacanthidae,Centropyge,Centropyge_bicolor,HD,15,Day,Benthic,1141,28.0568894,516.9893955,8.164893603,IP,0.085874403,0.013506271,0.072368132
Pomacanthidae,Centropyge,Centropyge_bispinosa,HD,10,Day,Benthic,1449,27.72303854,440.797376,5.633310369,IP,0.102733509,0.021868784,0.080864725
Pomacanthidae,Centropyge,Centropyge_boylei,HD,7,Day,Benthic,6,25.74528333,161.81395,119.6646247,IP,0.088337125,0.014999883,0.073337241
Pomacanthidae,Centropyge,Centropyge_cocosensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.103513047,0.023532389,0.079980658
Pomacanthidae,Centropyge,Centropyge_colini,HD,9,Day,Benthic,248,28.37142621,337.8956681,34.4412964,IP,0.085956654,0.013567604,0.07238905
Pomacanthidae,Centropyge,Centropyge_debelius,HD,9,Day,Benthic,15,25.76040667,240.07914,68.41597029,IP,0.102917654,0.022662757,0.080254897
Pomacanthidae,Centropyge,Centropyge_deborae,NA,6.95,NA,NA,NA,NA,NA,NA,NA,0.086167784,0.013650828,0.072516956
Pomacanthidae,Centropyge,Centropyge_eibli,HD,15,Day,Benthic,198,28.68607677,677.4456944,20.60992126,IP,0.086046033,0.013490183,0.07255585
Pomacanthidae,Centropyge,Centropyge_ferrugata,HD,10,Day,Benthic,96,25.56154896,404.1522646,26.14655378,IP,0.102733509,0.02182528,0.080908229
Pomacanthidae,Centropyge,Centropyge_fisheri,HD,8.4,Day,Benthic,1421,27.95258625,490.304368,1.852022734,IP,0.103384197,0.022848616,0.080535581
Pomacanthidae,Centropyge,Centropyge_flavicauda,HD,NA,Day,Benthic,NA,NA,NA,NA,NA,0.104317478,0.023298811,0.081018667
Pomacanthidae,Centropyge,Centropyge_flavipectoralis,HD,10,Day,Benthic,40,28.72835,629.0971,44.94756333,IP,0.086025792,0.013448184,0.072577608
Pomacanthidae,Centropyge,Centropyge_flavissima,HD,14,Day,Benthic,684,27.61394722,281.8841993,9.383266929,IP,0.086089559,0.013277186,0.072812372
Pomacanthidae,Centropyge,Centropyge_heraldi,HD,12,Day,Benthic,757,27.55298309,303.4142444,24.79707244,IP,0.085911184,0.01327044,0.072640745
Pomacanthidae,Centropyge,Centropyge_hotumatua,HD,10,Day,Benthic,42,23.97559048,149.6469452,104.4826701,IP,0.103211262,0.022246388,0.080964874
