generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,0.641453,-24235.5,100,0
15000,0,0.621637,-22093.6,2.61999,0.15179
30000,0,0.894726,-22093.1,0.115639,0.153467
45000,1,3.83401,-22065.8,1.59193,0.247311
60000,3,14.5258,-22033.2,0.984679,0.179864
75000,2,8.06166,-22031.1,2.96357,0.3007
90000,2,9.44937,-22030.4,1.94609,0.265933
105000,5,23.5687,-22035.3,2.56026,0.270067
120000,5,24.5698,-21988.5,6.33811,0.335717
135000,5,25.9172,-21989.6,7.13099,0.322467
150000,2,9.83524,-22047.4,7.63959,0.251942
165000,8,36.6117,-21942.9,8.49955,0.3056
180000,12,56.8329,-21916.8,9.83678,0.334467
195000,6,23.2406,-21958.8,4.94512,0.338033
210000,13,58.6019,-21898.7,14.4934,0.346267
225000,9,35.5105,-21911.1,7.89613,0.335333
240000,21,96.5646,-21888.9,23.0744,0.370533
255000,14,53.8668,-21886.2,19.7435,0.359333
270000,13,55.767,-21902.1,14.7407,0.348156
285000,16,75.1281,-21867.1,26.4789,0.351867
300000,15,68.5269,-21879.7,30.8853,0.3352
315000,9,40.6806,-21953.3,8.50874,0.273667
330000,29,124.909,-21853.4,35.0872,0.350267
345000,31,142.312,-21831,26.2323,0.374467
360000,32,148.205,-21848.2,28.9057,0.390333
375000,28,108.678,-21842,31.3533,0.381933
390000,17,74.8929,-21835.2,14.8303,0.360208
405000,44,194.244,-21783.8,45.4719,0.389267
420000,45,187.336,-21765.9,43.1635,0.3988
435000,49,213.534,-21760.8,68.211,0.408467
450000,35,163.635,-21756.3,47.3248,0.3934
465000,30,127.086,-21772.4,34.0878,0.381573
480000,42,170.77,-21747.6,44.7485,0.380267
495000,39,166.183,-21733.6,41.1417,0.3624
510000,43,177.821,-21742,36.0736,0.380489
525000,44,184.629,-21726.6,41.325,0.359567
540000,34,154.955,-21749.6,42.8611,0.380767
555000,55,237.263,-21712.1,54.6899,0.3868
570000,66,300.878,-21720,73.7082,0.397133
585000,78,368.345,-21685.9,80.8703,0.4176
600000,73,328.812,-21709.7,69.6892,0.4176
615000,62,266.494,-21724,60.7776,0.408533
630000,34,159.891,-21761.9,24.991,0.387544
645000,28,124.756,-21836.8,18.9307,0.34327
660000,61,267.175,-21703.2,58.4832,0.397511
675000,42,183.012,-21751.9,42.5509,0.379244
690000,56,226.802,-21714.1,53.5051,0.402733
705000,62,268.124,-21719.4,54.7341,0.394867
720000,61,261.361,-21735.9,64.1449,0.398133
735000,48,204.881,-21740.8,55.8685,0.412933
750000,49,218.605,-21716.3,47.1156,0.393667
765000,62,276.273,-21751.9,72.1803,0.399133
780000,39,160.579,-21730.9,32.1416,0.393333
795000,48,204.624,-21730.5,45.9615,0.3758
810000,34,146.004,-21733.8,42.9067,0.378067
825000,50,205.044,-21730.5,58.0701,0.373467
840000,42,186.672,-21751.7,40.4785,0.380822
855000,40,177.667,-21745.2,44.262,0.411533
870000,47,193.855,-21744.8,50.886,0.387667
885000,34,155.987,-21744.7,38.2275,0.369696
900000,45,199.821,-21734.2,42.9318,0.4002
915000,49,218.289,-21744.1,48.4081,0.401217
930000,37,152.315,-21750.3,31.1811,0.380422
945000,48,210.687,-21715.8,47.8263,0.380867
960000,61,271.885,-21731.5,56.8964,0.393511
975000,62,278.308,-21702.2,61.2565,0.3903
990000,42,180.761,-21764.9,47.9377,0.391783
1005000,57,254.704,-21734,60.5186,0.402444
1020000,69,328.134,-21702.1,68.8778,0.399222
1035000,60,245.913,-21723.6,71.6455,0.404533
1050000,50,217.52,-21709.6,56.744,0.392267
1065000,59,266.221,-21709.7,62.798,0.404367
1080000,61,275.206,-21694.7,49.7524,0.402867
1095000,75,334.336,-21697.5,92.4382,0.403933
1110000,65,285.446,-21711.3,65.205,0.417333
1125000,47,190.645,-21697.3,49.8469,0.400467
1140000,60,254.001,-21695.1,67.6004,0.3964
1155000,62,269.308,-21691.9,52.5896,0.401267
1170000,56,253.986,-21710.7,46.3636,0.390833
1185000,61,274.569,-21692,48.0102,0.411333
1200000,81,365.059,-21688.7,73.499,0.422
1215000,70,326.089,-21706.2,73.1814,0.4244
1230000,43,193.844,-21722.3,43.9694,0.4063
1245000,62,269.437,-21720.6,58.9848,0.407033
1260000,58,252.958,-21721.3,52.7578,0.391319
1275000,61,273.126,-21728.9,56.391,0.405133
1290000,49,224.765,-21711.9,54.0698,0.409178
1305000,55,243.193,-21721.5,53.6568,0.391933
1320000,58,257.611,-21708.5,65.2357,0.400533
1335000,41,183.795,-21735.5,49.5067,0.38765
1350000,60,244.402,-21711.6,62.4346,0.399
1365000,72,314.123,-21690,85.7386,0.398
1380000,62,266.325,-21683.9,62.2744,0.388467
1395000,43,203.537,-21733.4,37.5389,0.373915
1410000,68,299.926,-21707.2,73.1298,0.396833
1425000,67,307.341,-21741.2,77.6965,0.387789
1440000,75,329.882,-21714.3,79.7392,0.413567
1455000,44,189.648,-21746.7,63.6878,0.3803
1470000,64,279.22,-21724.8,70.337,0.4124
1485000,75,334.602,-21694.2,74.0122,0.399533
1500000,66,281.53,-21709.5,78.3732,0.4192
1515000,59,243.498,-21701.7,55.9776,0.391133
1530000,50,211.079,-21690.8,44.51,0.395467
1545000,61,262.426,-21691.3,65.2522,0.398067
1560000,49,215.682,-21727.7,49.5973,0.3902
1575000,52,228.236,-21716.9,57.7202,0.402133
1590000,60,267.67,-21713.6,59.5783,0.397867
1605000,49,196.62,-21718.5,52.7968,0.387
1620000,55,240.175,-21745.1,63.4063,0.378048
1635000,58,260.735,-21729.6,51.5198,0.395667
1650000,50,215.667,-21724.1,52.7152,0.402067
1665000,54,241.43,-21723.8,50.8905,0.398533
1680000,56,237.842,-21717,61.9263,0.3968
1695000,45,197.329,-21719.9,41.7506,0.383733
1710000,43,182.393,-21753.8,37.6143,0.39021
1725000,47,196.48,-21708.6,53.9875,0.385756
