generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,0.423661,-22159.6,100,1
15000,3,9.95334,-22043.1,2.37196,0.307513
30000,5,19.7326,-22019.8,10.3813,0.318933
45000,4,11.4751,-21984.6,4.25888,0.295333
60000,4,12.7468,-21979.5,5.22238,0.292267
75000,4,12.6606,-21950.2,7.17817,0.294133
90000,5,16.1493,-21935.3,8.16825,0.264533
105000,1,-0.61336,-22056.7,2.31373,0.186836
120000,6,22.8818,-21942.2,7.79328,0.268433
135000,6,23.8353,-21917.1,8.47511,0.257867
150000,3,9.73797,-22000.1,5.30061,0.256978
165000,9,37.4458,-21900.8,10.0561,0.292167
180000,10,29.2268,-21876.6,11.2417,0.299733
195000,16,69.1312,-21846,18.1694,0.318
210000,11,39.9273,-21828.8,16.3613,0.329333
225000,21,77.5197,-21833,28.9925,0.330333
240000,19,81.1189,-21807.5,22.0096,0.371533
255000,4,16.4289,-21962,7.73363,0.291676
270000,10,42.1467,-21861.4,13.5376,0.247248
285000,24,105.545,-21799.4,22.735,0.355622
300000,20,79.8847,-21805.6,28.8774,0.3586
315000,24,103.281,-21801.2,27.2689,0.365733
330000,21,90.9615,-21839.2,22.1747,0.334767
345000,29,107.505,-21798.6,35.8771,0.3585
360000,22,86.2845,-21799.5,34.8499,0.3764
375000,30,131.834,-21796.2,37.7973,0.357133
390000,34,155.673,-21795.4,37.1562,0.388467
405000,30,124.601,-21775.9,37.6817,0.370511
420000,9,39.7542,-21889.3,7.46283,0.319127
435000,32,142.726,-21749.2,34.5158,0.3743
450000,25,111.967,-21754.6,25.4362,0.365933
465000,26,109.927,-21775.6,43.292,0.38184
480000,30,124.908,-21774.8,33.7741,0.368333
495000,28,118.507,-21769.2,31.9743,0.3704
510000,32,138.588,-21774.7,32.2484,0.369267
525000,33,142.596,-21771.7,30.2839,0.378667
540000,51,222.997,-21711.5,65.2781,0.375756
555000,39,176.73,-21769,47.0353,0.376767
570000,44,182.865,-21717.7,56.9992,0.395033
585000,47,204.958,-21703.3,48.4751,0.3786
600000,32,138.238,-21764.4,28.6692,0.3758
615000,35,144.367,-21718.6,33.6257,0.3745
630000,31,127.059,-21750.3,29.5266,0.372133
645000,32,129.703,-21750.2,35.6738,0.367733
660000,41,169.668,-21726.8,36.5013,0.372067
675000,40,160.296,-21715.8,32.8052,0.379983
690000,45,187.476,-21714,47.0253,0.387933
705000,43,186.952,-21684.4,39.6738,0.378267
720000,30,131.265,-21774.4,31.5115,0.360087
735000,50,207.162,-21699.4,60.0383,0.401533
750000,57,257.512,-21701.8,54.8883,0.3954
765000,53,216.303,-21684.7,49.4045,0.3912
780000,44,174.142,-21749.7,32.9908,0.369883
795000,60,247.226,-21663.2,57.6527,0.390433
810000,53,227.588,-21682.8,56.0205,0.389667
825000,62,266.78,-21672.5,62.5192,0.394
840000,62,257.705,-21671.8,58.4496,0.406133
855000,68,297.655,-21665.3,67.874,0.401467
870000,76,346.064,-21658,62.0067,0.405067
885000,47,191.01,-21709.6,31.5493,0.385848
900000,49,220.319,-21707.8,48.4427,0.389
915000,64,278.416,-21655.2,62.1244,0.400289
930000,44,182.929,-21710.7,46.6592,0.4009
945000,56,239.826,-21678.8,49.9621,0.386233
960000,59,250.763,-21676.7,63.0954,0.3984
975000,58,263.229,-21692.3,58.5082,0.417533
990000,56,238.119,-21700.3,46.9773,0.392967
1005000,48,206.978,-21689.6,49.0399,0.386467
1020000,50,213.157,-21674.8,48.9408,0.386133
1035000,51,208.691,-21675.4,50.6521,0.388067
1050000,41,177.681,-21683.9,28.7382,0.389867
1065000,55,239.112,-21675.1,53.4296,0.391667
1080000,57,226.383,-21679.5,48.016,0.398467
1095000,57,233.83,-21685.4,64.9643,0.392
1110000,71,311.022,-21669.6,74.1887,0.399733
1125000,81,334.39,-21633.6,76.2839,0.410533
1140000,79,344.564,-21618.1,72.8319,0.409867
1155000,78,333.173,-21643.3,70.8946,0.415133
1170000,68,294.973,-21642.9,67.5907,0.413067
