generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,0.641453,-24207,100,0
15000,0,0.81072,-22011.6,0.813622,0.1486
30000,1,5.49096,-21993.5,2.48428,0.174728
45000,1,4.52073,-21991.1,3.1025,0.250333
60000,1,6.17799,-21984.1,0.84753,0.1774
75000,1,5.75537,-21992.9,1.46958,0.295533
90000,2,7.81295,-21988.1,1.43447,0.256733
105000,3,14.901,-21968.1,6.73079,0.329867
120000,5,21.6522,-21941.3,9.81359,0.329733
135000,4,20.084,-21966.9,2.7636,0.3503
150000,5,24.9852,-21933.7,9.86305,0.320533
165000,9,45.56,-21903.1,9.98869,0.302067
180000,8,26.3137,-21905.4,14.1443,0.326133
195000,12,57.0018,-21888.4,9.93269,0.337433
210000,15,76.0121,-21870.5,18.1698,0.356867
225000,14,64.759,-21839.9,16.6371,0.332556
240000,15,69.4532,-21854,8.96588,0.365133
255000,9,32.5744,-21844.6,13.2109,0.305414
270000,10,45.775,-21860.9,7.76408,0.3302
285000,17,80.509,-21853.2,19.5597,0.365347
300000,16,84.0764,-21851.6,10.2315,0.335467
315000,19,82.1234,-21846.1,22.45,0.350433
330000,14,58.493,-21814.7,11.895,0.36144
345000,19,85.5286,-21822.7,12.6929,0.3642
360000,21,91.4164,-21829.1,23.094,0.353033
375000,24,110.751,-21796.7,20.1396,0.36795
390000,30,140.828,-21790.4,34.8862,0.3852
405000,27,130.985,-21762,19.5796,0.3582
420000,14,66.7778,-21813.8,9.20963,0.36816
435000,15,56.2353,-21803.8,13.0219,0.3776
450000,14,55.1085,-21799.4,12.443,0.349667
465000,15,70.5922,-21806.7,7.47565,0.34341
480000,19,89.7263,-21790.8,23.7509,0.3342
495000,21,93.3532,-21775.2,19.7765,0.338667
510000,28,123.649,-21770.5,28.2715,0.36179
525000,30,140.887,-21772.1,29.2981,0.379
540000,22,101.101,-21776.2,16.0069,0.329756
555000,30,137.402,-21764.1,30.6803,0.3538
570000,33,153.759,-21773.8,26.007,0.3772
585000,39,180.825,-21750.9,37.1379,0.368667
600000,37,168.903,-21758.1,29.3414,0.375433
615000,36,166.542,-21711.1,27.5058,0.391417
630000,31,127.191,-21712.9,33.914,0.370333
645000,34,138.797,-21727.5,45.5528,0.375667
660000,36,158.634,-21766.7,30.6579,0.380117
675000,30,139.834,-21731.5,29.602,0.379533
690000,27,120.699,-21732.7,28.4408,0.363933
705000,39,180.876,-21706.8,52.0127,0.373933
