generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,0.641453,-24243,100,0
15000,0,-0.396811,-22114.9,0.404551,0.1588
30000,0,0.603321,-22114.7,0.153286,0.154195
45000,1,4.05288,-22083.6,6.50526,0.192967
60000,2,8.856,-22080,9.08521,0.208297
75000,2,8.12972,-22078.2,6.1833,0.311733
90000,3,15.1107,-22042.1,2.27708,0.322867
105000,5,18.8533,-22051.3,4.2355,0.24744
120000,6,24.8241,-22002.4,9.505,0.2989
135000,10,39.9891,-21971.1,8.19731,0.312267
150000,10,42.6576,-21948.1,12.8092,0.324267
165000,13,56.2425,-21952.8,14.2491,0.327467
180000,13,55.8991,-21970.2,9.78573,0.337893
195000,17,65.0101,-21916.4,17.5773,0.347967
210000,25,106.618,-21896.2,28.7651,0.3564
225000,24,95.4327,-21914.6,31.9606,0.347963
240000,31,136.971,-21861.9,29.9976,0.3701
255000,39,156.656,-21861.1,36.8373,0.397433
270000,48,187.332,-21803.7,44.4838,0.399
285000,54,238.656,-21821,54.3404,0.4222
300000,49,207.287,-21804.1,41.0792,0.399767
315000,57,247.012,-21767.1,60.3642,0.408
330000,62,264.659,-21765,56.4799,0.409533
345000,73,328.784,-21762.9,70.5647,0.415733
360000,65,281.934,-21761.6,62.8834,0.409667
375000,72,294.836,-21746.1,61.433,0.396867
390000,55,233.124,-21758,53.8929,0.403333
405000,53,226.028,-21774.7,68.5024,0.3938
420000,51,220.211,-21797.4,41.0354,0.383708
435000,47,195.027,-21768.9,39.5279,0.387267
450000,49,202.755,-21753.3,41.7586,0.392833
465000,52,221.043,-21753.4,59.771,0.3982
480000,64,288.135,-21750.9,66.8089,0.396756
495000,48,196.2,-21756.9,53.3952,0.393622
510000,51,220.564,-21748.2,63.302,0.3872
525000,55,236.772,-21745.9,50.6732,0.4086
540000,56,247.403,-21733.3,59.3817,0.407033
555000,66,276.237,-21734,63.5853,0.3938
570000,53,226.919,-21733.1,65.8045,0.401
585000,53,225.181,-21725.6,54.4697,0.3972
600000,60,263.68,-21732.1,68.6537,0.399333
615000,66,293.228,-21735.6,60.0501,0.3924
630000,68,292.919,-21735,69.1202,0.417067
645000,61,262.805,-21736.3,66.0656,0.394706
660000,66,289.431,-21730.9,55.8496,0.403
675000,63,278.725,-21705.6,61.836,0.405289
690000,64,280.775,-21717.3,83.3252,0.398695
705000,69,285.351,-21752.1,74.4093,0.397267
720000,62,261.647,-21715.3,57.267,0.395367
735000,70,286.488,-21689.6,55.9353,0.395467
750000,70,302.261,-21711.8,78.3223,0.401
765000,54,230.272,-21735.1,44.9349,0.394044
780000,64,266.265,-21747.6,71.283,0.3998
795000,73,329.939,-21700.2,73.0135,0.404044
810000,88,367.136,-21725.7,86.5655,0.411533
825000,63,294.994,-21710.3,58.9971,0.419
840000,66,283.051,-21721,63.4401,0.405733
855000,58,245.136,-21750.5,40.1661,0.397613
870000,69,297.026,-21715.5,61.9762,0.4015
885000,70,315.369,-21725,69.637,0.411067
900000,62,281.636,-21714.9,69.7301,0.411533
915000,64,280.475,-21706.6,67.4551,0.390267
930000,67,295.337,-21721.5,73.713,0.3984
945000,66,296.159,-21702.3,60.3468,0.403133
960000,61,280.954,-21714.8,63.6857,0.406067
975000,60,262.058,-21709.4,60.4089,0.4028
990000,59,244.035,-21708.1,66.0481,0.397667
1005000,61,262.115,-21761.2,70.0029,0.390671
1020000,61,266.13,-21739.1,61.1134,0.4002
1035000,67,266.714,-21719.6,72.2859,0.405422
1050000,61,261.058,-21711.4,67.8213,0.411067
