generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,0.641453,-24204.9,100,0
15000,2,5.22812,-21958.3,2.00793,0.238117
30000,0,1.07846,-22011,3.88925,0.1546
45000,4,16.318,-21922.6,7.25141,0.2365
60000,4,14.0426,-21931,4.69622,0.2302
75000,6,25.6822,-21929,5.94161,0.265533
90000,6,26.4916,-21895.4,11.0075,0.281733
105000,0,0.968167,-22009,0.784213,0.150589
120000,7,34.6212,-21910.4,9.73417,0.289133
135000,5,20.8947,-21911.9,5.6947,0.2946
150000,6,23.8851,-21900.2,4.73585,0.295933
165000,10,42.0315,-21871.6,12.9028,0.307867
180000,9,36.0281,-21851.3,5.12146,0.328733
195000,6,28.9485,-21919.2,7.93343,0.175933
210000,5,21.8509,-21908,5.68374,0.34
225000,4,15.0115,-21916.2,4.21889,0.2942
240000,14,60.6993,-21862.3,27.5403,0.323296
255000,14,59.1245,-21829.4,15.436,0.319653
270000,11,42.5512,-21836.2,8.56218,0.312933
285000,15,67.3243,-21863.8,27.5144,0.345556
300000,17,76.8904,-21835.2,15.787,0.357933
315000,13,53.4194,-21827.2,13.0948,0.330867
330000,13,58.8869,-21845.9,22.3314,0.327967
345000,13,50.6986,-21847.3,12.7441,0.327133
360000,6,20.205,-21900.6,10.0587,0.331385
375000,14,51.8675,-21844.8,15.2489,0.331967
390000,17,74.2884,-21824.8,18.9002,0.324067
405000,13,50.7105,-21854,13.6016,0.31556
420000,21,96.0476,-21828.2,22.2,0.339
435000,13,45.1912,-21841.7,14.1443,0.3228
450000,21,87.7518,-21777.2,14.7248,0.337633
465000,26,108.281,-21776.9,31.4415,0.3354
480000,22,91.0234,-21776.8,24.898,0.3424
495000,29,120.058,-21784.9,28.4112,0.366067
510000,18,76.4658,-21795.5,21.6773,0.343407
525000,19,86.3699,-21792.7,14.0874,0.344867
540000,38,140.312,-21725.7,37.8598,0.386222
555000,41,160.148,-21712.7,38.5032,0.395
570000,40,170.736,-21703.5,29.4175,0.400533
585000,47,205.642,-21737.2,45.9185,0.392933
600000,26,101.538,-21781.3,23.3368,0.343339
615000,52,227.889,-21705.8,56.8666,0.400367
630000,53,238.26,-21702.4,59.1907,0.4078
645000,59,262.326,-21664.9,56.2434,0.398867
660000,62,260.163,-21672.8,67.2953,0.402267
675000,59,251.366,-21685.6,71.5631,0.400933
690000,47,195.764,-21706.9,56.8856,0.385188
705000,54,241.621,-21687.3,52.0429,0.408833
720000,57,262.17,-21697.6,45.3651,0.411967
735000,56,263.883,-21713.1,63.5385,0.4192
750000,34,140.964,-21730,29.0671,0.386787
765000,60,276.615,-21693,58.2937,0.40285
780000,63,282.993,-21667.1,67.1989,0.4138
795000,47,208.748,-21700.8,52.6628,0.406667
810000,58,268.734,-21691.8,43.9814,0.3938
825000,61,258.712,-21681.3,56.8078,0.4062
840000,67,305.471,-21681.9,58.4745,0.418067
855000,73,339.502,-21668,86.2297,0.427533
870000,69,300.077,-21655.2,81.0535,0.408822
885000,64,300.653,-21635.6,63.9871,0.405867
900000,65,292.398,-21664.9,75.8327,0.412489
915000,71,290.186,-21640.4,80.3256,0.4009
930000,60,267.748,-21622.4,61.0742,0.412067
945000,65,269.389,-21662.6,54.7829,0.4074
960000,77,333.322,-21636,79.9071,0.407133
975000,76,317.13,-21616.8,82.3568,0.400667
990000,69,321.264,-21678,60.197,0.389375
1005000,71,313.1,-21639.5,58.7223,0.4031
1020000,62,277.86,-21623.3,65.8982,0.391933
